reviews,Fine-grained sentiment score,review_category
"  Update (15/08/2020):Never give a chance to regret..  Go ahead...👍The Icons looks was not so great ..  And then I set 'Spherlue Icons' from theam and now its looks better with dark mode ...Even though its 6000 Mah I always leaves phone on charging before go to bed ( I like to see my phone 100% every morning 🙂 )..  So I turned off fast charging option.. You can do that.. Its will not affect  batteryMONSTER :1. Battery :- 5/5Two day battery standby for normal easy2.Display:- 4.99/5Super amaload with full hd.. Superb Display3.Design:3/5It has a6000Mah battery,  still looking not bulky. Noglass body,  but who cares after you put a back cover..  In my opinion, don't spend more money for glass body if you uses back covers4. Camera: 3/5Back camera pretty good but front camera's low light output is very low..  many features available such as slow and super slow videos available..5. OS&UI:- 5/5Android 10 with One UI6.Finger print reader and face lock 3/5 Face lock and finger print reader are not so fast7.Processor and performance 3.5/5Exynos 9611 is not meant for PUBG gamers  .. But for me its perfect as I am not a heavy gamer..  No lag ang hang till now..  but processor is outdated..8. Charging :2.5/5. No fast charging.. Provided with a 15W charger and iy takes about 3 Hrs to fully reacharge the phone9. Accessories : 2/5No earphone, No Back cover, No Screenguard..  So order backcover and tempered glass when you placing order as its backbody is plastic amd more prone to scratches..10.Loud speaker 1.5/5Loudspeaker sound level is very low.. (Keep earphones)Verdict: For this price  Its the best choice if you are not a hardcore gamer  ...",0.9675,positive
  As a title it is obviously a monsterAnd very very good performance,0.5379,positive
"  Brilliant camera, huge battery life and brilliant display in addition with the premium feeling of SAMSUNG. It's a shame that this phone's launch was delayed due to lockdown.Highly Recommended phone 😊😊",0.9595,positive
"  I am writing my review after using it for 6 days.I have bought sumsung phone after 7 years hoping it could be good phone but samsung again disappointed me a lot.They claim it has 6000mAH battery but drain like 3000mAH and it take almost 2.30hrs to charge from 10% to 90% so its fast charging is not a fast charging. Its just a market gimic to clail it monester like features i.e.battery 6000mAH ,15W fast charge ete but reality is far far away from claims.Others features are as per price range but if you thinking for a battery packed phone with fast charge,then I would sugget plz search for others phone in same range.",0.6858,positive
"  Defective product received, it gets 8 to 12 hours in charging and Amazon is not exchanging the product",-0.296,negative
"  Very poor performance. Hangs aloft. Even I don't use any gaming app. In browsing only, this phone lacks. Inspite of having 6 GB RAM. This product serves zero rating. Please don't buy  this. Wastage of money. No refund policy for this device.",-0.5095,negative
"  I love this one, and this is best in class, no.1 best budget mobile and Samsung mobile brand also global no.1 brand in the world. Great one, my rating is more than 5star, thanks to Samsung n Amazon.",0.9704,positive
"  Value for money.I am not a gamer. So can't say about the gaming performance. But for those who are buying it for normal usage, this phone is great. With 6gb ram,128 GB internal storage and Amoled display I am more than satisfied.I have been using Samsung phones from the start. Samsung's Amoled screen is what I am attracted to the most. The feel it gives is simply amazing.But battery dont seem to be a 6000 mah.As far as a non gamer is concerned this phone is the best under this price range.",0.9575,positive
  Very Nice Mobile good all,0.7397,positive
  Samsung galaxy m21 very good phone in this price... I am bought rs 12699.. ❤️😉,0.4927,positive
  Even realme performs better.....few issues which concerned me after use were1. When recording slow motion videos...there is  always flicker on screen.2. fingerprint sensor needs more than few attempts to work3. Camera is better than realme but not as good as redmi4. Battery survives one and half day......which is bad because till now I m using it only for WhatsApp and call......I wonder what will happen when I use it for gaming5. Heats when i charge....not expected from a world class company phone6. Mobile data connection vanishes many times in a day...I thought it was my airtel network .....but the same sim works on my old volte phone...without any issue....Suggestions for people who have bought this phone.....Since company does not provides a screen guard..... Please add a screen guard as soon as possible.....because my phone got little scratches ....as I had kept my bike keys and phone in same pocket....I am repenting on not applying screen guard on my phone early...Suggestions for People who have not bought this phone.....If you are low on budget then only select this model ......otherwise go for some other model of Samsung or any other brand.....by adding few more bucks....I am attaching two videos one in normal mode.....second in slow mode.....both videos are made by m21......you can see the flikr effect in second video easily..,-0.5437,negative
  Heating problem. In simple browising only phone gets heated up in upper side. When asking for replacement amazon customer care they are fooling us. Very pathetic condition.,-0.6697,negative
  Just one word AMAZING,0.6739,positive
"  The phone(M21 Raven Black) is not working properly since its purchase. After the first installation, it is on frequently on and off mode and even restarts after more than 30 minutes. Moreover 4-5 times it takes more than 2 hours for starting.I also register a complaint to Amazon regarding this. I don't need such a disgusting phone any more. it wastes my 3 days. So, I request to Amazon kindly refund my money, I don't need replacement.",0,positive
  Now Amazone has REPLACED THE DAMAGED ONE NOW THE PHONE IS GOOD ENOUGH...PREVIOUS ONE WAS Nonsence What A Nonsence Battery It Comes to 90% Charge After a full charge only if u do something in10 minutes.... What nonsence is this. NEED REPLACEMENT. Do you people think customers are Mad.,-0.4939,negative
  Otg pendrive not supported,-0.2411,negative
"  This phone's video,photo quality and audio quality is very poor",-0.5256,negative
"  After 5 hrs continuously  charging level reach 55 %,during call sound quality not clear,a lot of heating problem,camera quality not good,network issue,slow processing..poor performance",0.0258,positive
  Heating problems,-0.4019,negative
"  Looks like just to clear the unsold stock of m30s they gave it a new name and advertised it as a totally new phone. Everything is similar to m30s, except the price (and selfie camera). Good thing is that they kept the price low.Just got it delivered today. So far so good, many users compalined about battery, charging speed, display issues on m30s. Hope they got it resolved in m21.",0.94,positive
  Worst phone of my life I have ever purchase . Due to this pandemic situation and blaming china for this corona virus I have decided to purchase a korian company phone . But I broke up my trust . Battery life is poor as it's shows 6000Mah but performance wise it's behave like 4000Mah. Bcuz it's drain so quickly processor is very slow it's hang up in 5 minute and heat like u can make your veggie on this even it's can burn ur ears finger print is not responding I have washed my hand many time but it's not ready to recognize it's. Finally my humble request to amazon pls return this I have made a big mistake to purchase it. Pls help me to return it,0.8636,positive
  A nice looking phone.Light weight because of the plastic body. Performance is pretty good.But it doesn't feel like a 6000 mAh battery. Probably a little shy of that figure. It Drains relatively quickly than what is expected of a 6000 mAh capacity.But overall a product worth it's price. Probably not good for high performance gaming.But expect it to be durable with a low-medium usage.,0.3973,positive
  Samsung Co. Claims that Samsung M21 has fast charging facility and It has 6000 mAh battery but these two claims are totally bogus because I've purchased Samsung M21 and received my order yesterday after using this phone I plugged in charger for charging it took approximate 9 hours to charge the Mobile phone and after full charging approximate 2 hours the Mobile phone battery get reduced 50%. I'm totally disappointed with this phone.,-0.6798,negative
"  Don't like this product. It looks, it's already used by someone else. Apps are not downloading. It shows 6 appsare downloading. I'm confused.",-0.5283,negative
"  I bought the Raven Black, 4GB-64GB variant of the Samsung Galaxy M21 for my mother. I'm impressed with the phone's overall usability. Since my mother is not a heavy user unlike me, I decided to go for Samsung by considering the brand value and overall specs of the phone. The main requirements for my mom are- Good display for media consumption, good battery life and a clean and easy to use UI without any unnecessary ads. Since the Galaxy M21 ticks all the right boxes I decided to go for this phone. Moreover my mother was using a Samsung Mobile prior to this and hence she was accustomed with the functionality of the UI.-The display of the phone is brilliant and at par with the Amoled display of my Redmi K20 Pro.-The battery life is also very good and it easily gives 1.5 days backup even under heavy usage. The only complain I have is the length of the charging cable which is very short.- The performance is good too for day to day usage. The Exynos 9511 is fairly capable and I haven't seen any stutter or lag in UI. If you are ahardcore gamer than I would recommend to look for alternative since it would not perform as good as its competition in regards to gaming. For casual gamers it will do the job well.-The cameras on this phone are brilliant with very good image processing done by Samsung. It takes pictures with natural colours.- The speaker output is average. Its loud enough but the sound produced is nothing impressive since it lacks bass and that clarity in the sound output.- The audio output via the 3.5mm Jack is very good as it supports Dolby Atmos.- The fingerprint sensor is very fast but the face unlock feature is not that consistent as it sometimes fails to read your face.Hence, overall it is a great value package from Samsung and I would highly recommend this phone to everyone looking for a good phone at this price point unless he/she is a heavy gamer. Thanks for reading.Update: After the Software update on 17 June the face unlock feature got extremely fast and accurate.😀",0.9927,positive
"  I am writing this review after one-week use of Samsung Galaxy M21.The only good point is amazing Samsung one UI 2.0 and sAMOLED displayThe issues I faced are1. Super Slow Camera: It is taking 2-4 sec to capture the photo with 48 MP camera2. Heating issue: Many time with normal using I observed some heating on the top of the backside3. Poor Network Antenna: I was using MOTOROLA in the same area and receiving a better signal (latency few milliseconds) as compared to Galaxy M21 (Latency and signal strength are quite low in same ISP).4. Big Battery but Worst Performance: Battery backup is not satisfactory and only a little better than 3400 mAh with Snapdragon SoC based phone. Additionally, it is taking a huge amount of time for charging.Among all these issues I believe it is an average deal under 13k",0.5498,positive
  Amazon delivered a defective phone to me and then they don't even receive my call while I tried to approach them.  Buying Samsung Galaxy M21 is waste of money.,-0.6124,negative
"  Samsung m21 Mobile not in the delivery box, only charger and pin are available. Need refund for the same.For mobiles, its better to opt for cash on delivery, to avoid getting cheated.",-0.3818,negative
  1. I bought this to gift it to my dear one but I am shocked to see the camera quality of this phone is like 1 mb. I tried all the modes but it enhances the photo brightness automatically and and the photo becomes like a cartoon.2. Tried installing other camera apps but still the quality is poor.3. Tried options for returning but found that there is no option for that.4. Spoke to customer care and they say that they can only replace if the product is damaged and no option for quality related issues. I said that I am ready to buy any other product too. But no response from them.It’s better to buy from local store than going behind Amazon.,0.8979,positive
"  I like the camera quality, screen sensitivity,  and browsing experience. The speed is excellent.I don't like it's sound. The speaker is not the best, sometimes when I put on loud speaker the person I am speaking to will complain they cannot hear me. Plus when I play music the sound is not the best. Also, the phone does not come with original earphones so you have to hustle for that. Lastly it will take 3 hours to charge and still the battery will only last for 24hours.",-0.813,negative
"  Realy very very good phone,but stil I did not get,due to covid",0.5379,positive
"  Display good, battery  performance  after one  week  of use has improved,camera is good,hope Samsung  provides  regular  updates..Excellent  phone  keep good  work  up Samsung 👌",0.8986,positive
"  There are some strong point which will force you to buy this phone.1. One UI 2.0 - I would say Samsung's UI is the best experience you can ever feel in any budget phone. This is the strongest point which no youtuber will tell you ever.2. Screen - none other brand offers this quality of screen in their phone of same budget. A user's first priority is screen because 24/7 he/she just need to see on the screen, no metter whatever thing is he using in his phone.Camera- daylight shots are amazing as all the Samsung's phone do. Color contrast is and image processing is better then redmi note 9 pro and realme 6 which is rs1300 more. but night shots are not as good as other brands give.Battery- after 2hrs pubg and regular social media usage you can enjoy this phone from morning 7am to evening 12pm.Charging speed is very slow. It took 2hrs and 30 mins to fully charge.Performance- No doubt Exynos 9611 is not as good as sd720g or helioG90t. But in daily task you will not face any lag on this phone.For pubg gamer-you will notice lag in high resolution gaming but if you want to play without lag then obviously you have to play in Smooth+Ultra it will give you a best performance without any issue.",0.9701,positive
  What can I say just after 30 min.of recieving this phone I applied for return my money. Before this phone I already have 2 phone of Samsung's working good but this phone made in India is hot like a oven.I can't take it near my ears .I have to use ear phone.I call customer care they give me different different idea but problem remain same.I don't give advice to buy this product to any one be careful.,0.7814,positive
  Battery  drain quickly... and phone heat a lot.,0,positive
  I got phone having mic issue and there is no option to put a replacement request as i tried download the blanco app that doesnt work and just hanged in between and no technical person available to check whenever i called..so how would i place the request to replacement??,-0.5803,negative
"  Amazing phone But m not satisfied with camera quality, its 48MP? I used samsung galaxy S8 its only 12MP single camera which is good for m21 tripple camera.One more thing is back panel is plastic which is not good looking inthis range ..Its not feel premium with this budget....",0.0369,positive
  recently i ordered samsung M21 6GB RAM 128GB Flash.Unboxed and started the phone. it surprised to see so much of heated while booting itself.I tried to inform to Amazon . they tested with some remote diagnostics application surprisingly it showed the temperature is degree.I am using Samsung phones long time. this time my experience with M21 is very very badNew buyers please little careful about heating issue,0.7698,positive
  Received Samsung M 21 yesterday..highly disappointed  about slow charging and poor quality of camera..did not expect this from Samsung.I suggest not to buy this mobile.,-0.7351,negative
  Only ph headphone missThis is scam,-0.5719,negative
"  Great phone. There is no overheating like others say. For the price you getting a quality phone with massive battery life.Here are the pros:-Good qualityExcellent displayExcellent batteryBest cameraHere are the cons:-Speaker quality is not good. It's loud but distorted at high volume with no bass at allHeadphone quality is ok. Not the best. I prefer wireless because of Dolby AtmosCharging speed is ok, not fast nor slow. It took 2hrs to fully charge. It's fast for 6000mahCamera app need a redesignAside all this.. it is the best phone under 15k.Go for it.",-0.6608,negative
"  I have previously purchased m30s but the the signal strength was very weak so I had to to sell the phone on OLX . Apart from the signal strength the phone was awesome I had used Nokia 1 and the internet was superfast by using the same sim card. I suppose Samsung reduces the signal strength in order to reduce the SAR rating. I understand that SAR rating is harmful to our body and brain but Nokia is far excellent in terms of signal strength.Samsung phones are excellent in terms of providing good specifications in budget. Now coming to this phone camera is good, touch responsiveness is excellent, it is having Wi-Fi calling which was not mentioned on the comparison websites such has 91Mobiles neither on the specifications on any otyer website. So M21 is having all the features as comparison to m30s.M21 is having Gorilla Glass which m30s lacksM21 is having Android 10 version As compared to Android 9 of m30s but m30s can be upgraded to Android 10, 11This phone lacks NFC which is present in A30s  A50sBattery is 6000 mah but Nokia phones having the same processor, screen size with 3500 MH batteries are running the same duration as this phone. So 6000 image battery is just a marketing gimmick.Charging even using the type C fast charger takes up to 4 hours for full charge. Battery lasts for one day after heavy usage.Pros:Super amoled screen6000 MaH batteryCons:Signal strength is very poor.(You will have to wait for almost a year to download an app)Since I watch internet TV so I rely on the hotspot (signal strength) in order to buffer the web series movies etc",0.9921,positive
  Good product,0.4404,positive
"  The phone is simply amazing. The Raven Black model looks gorgeous. Very sturdy. The camera quality is excellent. The UI is user friendly. This phone is similar to the Samsung range of phones, so it is hard to decide the model that's best for its price. According to my analysis, M21 is a good by at 12699/-.",0.9688,positive
"  At this cost, the phone looks premium. For folks who like a premium looking phone not the fancy looking phone, this is the best at this price segment. all other products at this price bracket consist of fancy and decorated back which may not be the cup of tea for a section of people for whom simple and plain is the premium. Monster battery, One of the best display at this price segment, great finger print sensor, decent camera etc.. If you are a non gamer, go for it...Only problem i faced is delay in delivery (almost 10 days).",0.9001,positive
  Pathetic phone. It is overheating and I am not able to use it. Worst customer service from Amazon guys as they are saying blanco app shows heating as normal in diagnosing. Awful service and worst phone.,-0.9349,negative
"  Not as expected from samsung, this phone heated very badlly , it's heated in ideal mode too, started slowly slowly and within 5-10 minutes it's heated extremely.",0.5267,positive
"  I received a samsung galaxy M 21 which is defective, as it does not start, or it does not even charge. Please help me initiate a return for the same",-0.2874,negative
"  I got this phone on 15th of May.I am writing this review  after 5 days of usage...1.Battery backup is not very good. It's good but not like 6000mah at all.Also charging is really slow.2.It's SAmoled screen is best in this price range.3. Processor is not very powerful,I have noticed some occasional lags.4.Heating issue detected in front camera areasIt's not like overheat or something but it is hot.5.Os is good but there is no network speed meter function present natively.6.FB app is keep refreshing it's feed when I minimize and open the app again after some time.7.Sometimes app crashes without any reason.8.The phone is heavy not too heavy but you can easily notice it after some day's of usage.9.At 12699 price I don't think there is any other phone is as good as this is,atleast for now.10.It doesn't have Good lock and native screen recorder present in OS neither you can sideload them.This is unfair I think.",0.5395,positive
"  Mind blowing  mobile .. dear mates don't go for this.. network related issues  frequently  will get. 3 and 4 bars network  points is related to 1 and 2 bars in samsung.. what they mention in community samsung I'll tried. But nothing .. so please think before purchase .. big disappointment  in samsung m21.. check in screenshots  that's In some outdoors  lan area if u go upstairs  1 more bar extra only showing,same thing I checked in some other mobile it's showing full .. I think some issue in m21.. please release the update. I'm very dissatisfied about samsung.. actually  I love this design  and camera...",0.7389,positive
"  Nice rear camera and nice selfie camera but front camera struggles at night , sound is superb, display is awesome, battery ok, fingerprint reader superfast, I would suggest 6GB variant.",0.9161,positive
  The best to choose among the available choices in this range.  I am using it since one week and I am fully impressed with all the features. The camera quality and battery life are excellent. Fingerprint reader is very fast.  Elegant design and wonderful display. The user interface is also very good.  Only difficulties I faced was to find app lock and split screen. But these purposes were fulfilled by external apps from the play store.I strongly recommend purchasing this phone. The best value for money product. I am full satisfied with the purchase 😊,0.9925,positive
  Just after starting the phone I am facing the heating problem . I have bought two phone in both of them there is over heating .,-0.4019,negative
  Ski charging and bad network connection,-0.5423,negative
"  So, here it is after using it for more than a month. this phone has a lot of impressive features but lacks a bit of punch when it comes to processing power.My usage is mostly for calling, whatsapp, and video viewing, i don't use much of social media apps and not into too much gaming as well. Still this phone manages to freeze even with just one app running it can be just the chrome browser. Here is summary of what i observed  - Samsung one ui comes with lot of annoying advertisement and notifications, i suspect these galaxy app hog cpu in the background  - Privacy is a huge concern specially with discover feature  - For those who are accustomed to having google news feed by swiping right on home screen, you will find it missing in this phone  - Phone freezes a lot, typical workaround for me is to lock it and wait for a minute unlock and it works  - Wide angle camera shots are really good  - camera quality is nice as well  - battery life is  great, i am charging every two days instead of daily night  - look and finish a not extra-ordinary but are not bad as well  - Does not allow you to restore from google backup on start which is a headache on setting it up, it does come with samsung switch app but that would just install app and cannot restore login and data like google restoreverdict=====Buy this if you are ok with advertisements (i guess same is true with mi, realme etc) from samsung, not too much into heavy usage like gaming etc.Edit 1====phone freeze issue reduced by a lot by removing external sd card. Browser does freeze sometimes but the frequency is a lot lessSamung ui misses user friendly sms/call blocking, you have to select individual message sender details and then block which is a headache and can be improved",0.9842,positive
  Don't buy anybodySamsung take advantage of India brand price high features quality v low👎👎👎👎👎👎👎,-0.0258,negative
"  Sir l contact amazon care many times regarding complaint  samsung galaxy M21 mobile,The issue is1.Invalid/ defferent IMEI NUMBER2 .DIFFERENT DEVICE MODEL NO.3.sensor NOT RESPONDING / NOT WORKING PROPERLY4.HANGING PROBLEM IN PHONE5 .HEATING PROBLEM IN PHONE.6.NOT BECOME  MOBILE HOTSPOT ON, WHILE SETTINGS ARE NORMAL ALSO.7.SCREEN TOUCH SLOW RESPONSE",0.6209,positive
"  Everyone is removing Chinese products from their life and hence I also planned to throw Xiaomi from my gadget and start using Samsung from now onwards. I further thought to convince my friends & relatives to use Samsung gadgets instead of Xiaomi. But after purchasing Samsung Galaxy M21 from Amazon which was delivered on 30-05-2020, my whole enthusiasm went in trash and I am helpless to compare it with my last handset Redmi 8 which was valued just Rs. 7,999/- as compared to Rs. 12,699/- of Samsung Galaxy M21. I don’t want to compare Samsung with Xiaomi handsets, but now realize how Xiaomi has captured Indian market in short span of time, surely because of quality & performance of their gadgets.I am trying Amazon customer care since 01-06-2020, but unable to connect and no response from their side. Below are serious issues found in just 2-3 days of using Samsung Galaxy M21 :• While using wi-fi calling feature, outgoing calls & receiving of SMS gets completely barred• While using wi-fi, HD call gets stopped• Whole battery gets drain in just 6-7 hours, not upto 6000 mAh handset performance.• Fingerprint sensor is very weak, it takes 3-4 times for login• Dual apps feature is limited for few applications only• Voice recording feature needs improvementPlease support in getting this issue resolved at the earliest.",0.9474,positive
  Everything about this phone is great...best phone and best brand 💪💪.Loved it and nowi am enjoying it 😍😍🤩🤩🥰🥰😇😇,0.9874,positive
  When the phone arrived 1st 2days are quite good and phone worked perfectly.  But after 2days it started showing sone battery problems and battery lasts only upto 3 to 4 hrs which not accepted with this phone and it's getting even worse now. And now Amazon is not responding to it . It seems like i lost my 13 thousand money.  If any help provided it means alot to me coz i didn't expected this kind of trust issue with amazon.,0.6943,positive
"  Before I go into details, let me admit that I was a staunch ""hater"" of Samsung Android phones, specially in the low mid range. The first and last Samsung phone I used was a Galaxy Core, back in 2012. I absolutely hated it, and promised to never buy a Samsung phone ever. But then there was an ad and I purchased this M21.. Samsung again, after 8 years. And during these 8 years, I have used Sony Xperia, Moto G, Redmi 4, Redmi Note 7 Pro. So my review is actually a comparison of those phones with this beast.The major advantage of this phone, compared to my Moto G, is the brilliant sAmoled display with Full HD resolution (not 720p, thank God).Processor is so optimised for this phone that it works like a breeze and stays cool like, unlike my both Redmi's. I dont bother the fact that its not a Snapdragon. Performance and usability is so much optimised that you shall never complain.Battery backup is a perfect two day affair, for more than normal usage. Screen on time is excellent. I can easily go through 2 days even after streaming web series and talking a lot on phone calls.The only thing that bothered me is the finger print sensor. Its not a feather touch one, definitely. But it still works pretty good, once you put your finger on inlt properly.For me, its a very good deal under 15k. Would recommend this to anyone, even when blind folded!",0.9947,positive
"  Samsung galaxy m21 (I'm having 4gb ram variant) is a excellent phone in this price segment.Pros:1. Best display under 20k2. Great audio quality via headphones jack (supports dolby audio which is obviously a gimmick but this phone has high res support hence if you have Poweramp you would get maximum quality performance from it.) and has a loud output from loud speaker.3. Excellent battery life (for heavy use easily getting SOT more than 8 hours)4. Great for watching movies supports for FHD+ playback in ott.5. Good performance, not stutters or lag I have noticed (I usually dont keep more than 3 apps in background when in not use).6. Games don't lag or have frame drops if I have moderate graphics. (Even pubg runs great in smooth and extreme settings).7. Samsung One UI is the best next to stock Android (Oxygen os, stock android no big difference except few additional features in Oxygen os). Also comes with Android 10 out of the box.8. Decent camera quality both front and back.9. Unlike previous m series phones this one comes with Corning Gorilla glass 3 and I haven't applied any screen protection and have no scratches till now🤞🤞🤞10. Multitasking is the best feature in this phone. Pop up view mode is a excellent festures. Helps to play games listening to music in youtube or other apps, text messages, browse web simultaneously with this large display.Cons :1. Plastic back can easily get scratched can be avoided using a case.2. Could have added 18W fast charging capabilities takes 2-2.5hours to fully charge (from 15 or 20% to 100).3. Not for gamers who expect high graphics. But recommend for casual gamers or gamers who would be okay to play in moderate graphics.4. Worst camera quality in night mode. Night mode photos are totally unusable. (Samsung may fix this issue with software update if they work on this issue)Conclusion:Don't know why many are complaining about poor battery life or heating issue or games totally unplayable complaints. Dont spread false informations.I haven't faced these issue, even in heavy useage.Buy this phone if you want a all-rounder phone which ticks every boxes.Fyi,Like all other phones in this price segment, even Samsung pushes ads, but here during initial setup of the phone it ask if we would opt for recommendations. If we opt out we wont get any ads and recommendations.👍👍👍",0.9954,positive
"  Battery charging takes too much time and when opted for replace, so much of formalities by amazon. Highly disappointed of purchasing such a valuable item from Amazon. Only by technician check, and after his report, amazon decides whether the item should be replaced or not. No value for customer words. Very bad experience with amazon purchase.",0.1232,positive
  Believe me...the best smartphone you can buy at this price range if you are not a hardcore gammer...don't compare it with cheap Chinese products.,0.6369,positive
"  This is my second review.  This is after a week's use. So far I have found that phone is good. In my first review I had tod that battery is not that good. But now I feel that I was wrong. A day almost 10 to 20 percentage battery drain. (Only finish).One of the main problem I face is the search button for contacts. It is placed in a corner and that too very small. And if I search a contact. After few days if I open contacts again, what I searched will still remain there. I have to go all the way back to search again.",-0.8153,negative
  Of no use.totaly waste of money,0.0341,positive
"  Recieved it today.1) Battery is excellent- can last for 2 days with average usage.2) Camera is good according to price of Mobile- Don't expect DSLR level clarity but it's good.3) Phone is running without any lag. not a gamer so haven't run any game.4) Network and voice clarity is excellent. Haven't faced any problem.5) Touch ID is respsonsive.I would say in this price segment, the phone comes with excellent qualities.",0.9696,positive
  It's all in one product. With a big battery life and large display. Back camera is awesome with all the beautiful colours. The best thing I like about samsung is that it's user friendly. My first android was Samsun and the new one too. Am too excited abt using this new watta monster with 6000 battery life and 48mp camera.,0.9652,positive
"  Best phone under 14k price. If you won't buy other brands then it is best for you.  ~😋Good things -• 6000 mAh monster battery• Best display from Samsung Super Amoled display• 15 watt fast changing• Decent Camera Quality• One UI, Brand Value & Service 🥰• Dolby Atmos  ~😞Bad things -• Old Processor 9611 (moderate gaming)• Plastic back and little bit thick  So, if you not a professional gamer or want to gift your parents then go for it.",0.9719,positive
  Cheapest Qaulity phone dumped after days uses  don't buy this mobile Amazon's fooling the customer charging issue display issued snapshot attached Hanging problem . Only wasetage of money .pathetic service waiting for return pickup last twodays .Snap shot attached for reference Guys don't buy this phone.,-0.8957,negative
  Buy it only if you do not play heavy games.I have tested this for multitasking and it worked even better than most of the good gaming phones.Its(Multitasking)all about memory management and it does so pretty  well. Just one thing to say that Amazon deleted my last review coz it was a bit against amazon. I hope this one won't be deleted.But everything which I told about this phone is true,0.956,positive
"  Writing this review after 20 days use1)Really lots of network issues don't Ignore this point (with mobile network with WiFi network)2)Wi-Fi calling feature not working properly3)If you save new numbers in phone it's not showing in contact details but it showing in what's app number4) Some times your calling get directly disabled in this u need to restart mobileI m not playing heavy gaming so I can't tell about thatBut if u want buy mobile for heavy call so my suggestion is don't buyBecause I m very frustrated due to this mobile network issueBattery performance is very excellentI have not much money to buy another phone so now i m adjusting with this phoneI Purchase this phone after 3 years with exchange offer now I m missing my old phoneSamsung launches lots of new mobiles to attract Indian customers but not working on their bugsRequest to Samsung, don't broke Indian customers trust.Other wise u r company will also seat in Nokia row.Very disappointed Writing this review for only Professional and middle class peopleTime pass ke liye, college Professional, House wife, ideal people ke liye ye phone best hai",0.9006,positive
"  Let me be Straightforward, being passionate photographer I was looking for a budget Smartphone with a nice Camera and good Specs. But after Purchasing Samsung's M21 what I had found was it is Monstrous in every aspects of a budget Smartphone. From Monstrous Battery life to an Amazing Camera, Nice Ram Management, Clean One UI 2.0, and tons of other perks...If you are looking for a Monstor Budget Smartphone from a Reliable, Reputed and Trustworthy Brand then without wasting time go for this one !!!❤",0.9872,positive
  Best budget phone..Really awesome 😊😊I recommend everyone to buy this mobile in less than 15k marginBattery is excellentFingerprint sensor is very fastCamera is ultimate,0.9712,positive
