reviews,Fine-grained sentiment score,review_category
  Best exchange offer by oppoI buy with exchange just 6800,0.6369,positive
  Satisfied with the product but handset not received..,0.2263,positive
  Nice & value for money,0.6369,positive
"  Awesome, working wellUsing since 5th May 2019.",0.6249,positive
"  Perfect phone for moderate user. Not for gaming but battery,looks, display, camera are optimised. But little overpriced. Price should be 7999/- instead of 8999/-",0.7096,positive
  After using 10 days product performance was not felling well. It's worrest performance and if any updates will phone will not start up only sleeping mode. My complete review was oppo A5s mldel was failure,-0.6266,negative
"  Ok phone, my earlier Moto g5 was faster than this phone. When I click on any icon on the screen there is 1 sec delay already..... little slowness. Notifications are not displaying on top as icons because of the camera on the top bar. We need to swipe down always to check any notifications. I feel Pure Android phones are better from the usability point of view.",0.4603,positive
  I think this oppo mobile is the best to use for me1. I LIKE the camara2. Finger print lock.,0.8143,positive
  I am writting this review after using the phone for one month. I think I made a good decision opting this one as it is worth every penny spent on it.Pros:-1. Aesthetically wonderful2. Battery life of 1.5 days with full usage3. Screen resolution is very good4. Front camera is niceCons:-1. Fast charging not available,0.5859,positive
"  i purchase it on 18 and i got the delivery on 19. And on 27 the phone screen stopped working. We cannot see any thing on the screen. We can only here ringtone, but nothing on screen. Also now the speaker is also having problem. Speaker is blasted (phat gaya hai). I have removed the sim and started using old phone now.I think the Amazon and the supplier have shipped me a used or refurbished phone. Instead of a new one. And big problem , is that i cannot even return it now. And now this phone is totally turned off. Cannot see if it is charging, or not, cannot see anything on screen. Now amazon is telling me to contact manufacturer for this.I am not paying any thing for this.",-0.6652,negative
"  This is the useless phone evermade...... I prepared very much and participated in an online quiz (all around Asia) and this useless phone cheated me...no internet connection when submitting...😖😞 I participated in another national level quiz... In the time of submitting.....it crashed........useless...useless for hundred times.When we capture a cow, we could see a dog in the picture.. such worst...No value fore money... It was hard to make this money and I buyed this phone for 9,900 rupees from Amazon. When I checked this in other sites, it was only 8,900 rupees and less.Amazon fooled me...NEVER BUY THIS PHONE....",-0.8873,negative
"  The fingerprint scanner is less responsive but the look of mobile is quite good. Best if you are not a gamer. Good for normal usage. Good battery backup, runs whole day.",0.9307,positive
  Supper mobileValue for money,0,positive
  Waste product. Encountered many faults after one week of phone delivery like camera and flash light is not working. Service center in nellore is not responding properly. Its very unfortunate that moving around service center within 10 days of phone purchase.Very disappointed. Even after one month the company has not done service. Worst service and worst product. Plz dont buy this phone.,-0.8833,negative
"  Very nice in all aspects , I value for the offer and price comparing the quality,Excellent, the only con is the weight feel a bit heavy and no head phone in box",0.5095,positive
  Not using for a long time hardly two week. So cannot comment so much but so far so good till now. Charging time phone is getting hot some times and picture quality is not fully clear.,0.5431,positive
  Overall a good product. One thing to be mentonable here that this product is having three slots. One for SD Card which is very useful.,0.7264,positive
  Nice mobile.i loved it. too good mobile .front camera is nice.lookwise superb.,0.9287,positive
"  Battery life is good for a day and charging very fast using provided charger, do not use other charger. Finger print scanner also good, overall value for money.It's very slow mobile because of 2GB RAM, UI is very worse compare to MIUI",0.5868,positive
"  Fingerprint is ok. When the phone is used normally, the battery runs for a maximum of 2 days.If you are using online, the maximum will last for 18 hours.You can use it comfortably for 24-25 hours on offline use.If the price of this phone was up to 9000 then it was fine but buying it above 9000 is not right.",0.2617,positive
"  Security features,Outlook,Display and sound  great,camera average...",0.34,positive
"  This was ordered for a young friend, who seems very happy with his phone...that's all I can tell you .",0.8016,positive
  Awesome mobile with buiable amountThey send protected cover and screen cover already past very happy to buy Amazon.Battery is also fineOverall good to buy at the price worthyThank to amazon i am satisfied with this.,0.9545,positive
  Phone is no doubt really gud I got a Very gud deal.  But I didn't get my 1000 cashback on Amazon...as in chat customer care executive asked me for SS ...now how cm it is available... after a week I asked they said it ll to 15-20 days.....by afterwards nothing hpnd...really sad,0.8476,positive
  The phone has just very basic features. Except for the looks of phone nothing is exceptional not even camera that Oppo boasts about. It is for the people who are contended with basics.,0,positive
"  I have been using oppo mobiles and love these phones in terms of quality durability and performance and mostly during exchange offers I get good deal with oppo phones,  but one thing is for sure, this is not the best phone on its category.",0.2378,positive
"  Phone's speaker got damaged a month after purchase, although the phone has so far been handled with utmost care.Oppos customer care could not be contacted as it seemed all their nos. we're either out of service or invalid.Disappointed!",0.1511,positive
"  I purchased OPPO mobile which was to come with offer of screen protection. After purchasing the same, one day I received an email stating that screen protection has been cancelled. I could not understand the reason and they are only asking for documents and invoices.",-0.25,negative
  There is no headphone,-0.296,negative
"  It's awesome phone within this price and with all the ""what not"" features like finger sensor, hd camera, comfortable charging point lid, speaker quality, etc.",0.7423,positive
  It is a good entry level phone. However Camera and Ear speaker are not upto the mark.,0.4404,positive
  I will get it from exchange offer so its good ...I buy this phn for my mom... But according to me some time it did not process as fst as i want to..... But at this price its a cool stuff,0.6693,positive
  Can't revive full associers with the phone like ear phoneI always revive by oppo product but this time not revive with the order it's not good sign I  not happy with the product and seller I want to return it,-0.8062,negative
"  According to price it is worth buying with tech upgrade. Only dissapointment for me being hearing impaired, provision of ear phone if made could have given more comfort. Media speaker is better though.",0.7645,positive
  Earphone not recived. Please provide earphone in box theres a slot for earphone. How can company not provide earphone.Even 500 rs Phone also comes with earphone. This is disgusting,-0.6555,negative
  Overall good value for money. Happy with the product.,0.8402,positive
  It's camera clarity is very very poor. I think a VJA cam is far far better than it's 8MP front cam. I was using an oppo phone since 4 years. That is why I choose the same brand again. But it disappointed me.,-0.5698,negative
  After few months getting some issues with fingerprint reader and another thing the screen story get repeated same story which was very disappointing,-0.5413,negative
"  Very nice smartphone, camera quality is so cool.",0.7256,positive
  Electronics will receive standard only,0,positive
  Every this is nice...only display is below standards... compared to other phones in this range.,0,positive
"  The smartphone is useful who are not use all application, means who are less use of smartphone applications.",0.4404,positive
  It's been 3 months since I'm using it no lag battery is great go for it,0.7299,positive
  Fingerprint works very fast.Baatery backup is also good.Main thing is works as duals volte.if you do internet with Airtel or Voda then jio sim will also works..,0,positive
  Nice features but little bit upgrade system..,0.2263,positive
"  Oppo A5S bought one month ago, The mobile was suddenly switched off when I using and again try to switch on the phone but not on the mobile.  Now my phone is dead. Camara quality is very low.",-0.8761,negative
  This phone is awesome. Best value for money buget phone. Battery life is best.,0.9423,positive
  The camera quality is a problem here. The display we gets 720p@60fps. The fastest fingerprint reader. Battery life is kind of ok.,-0.4019,negative
"  This Product is ok, But the Seller is not File the GST Returns and Not made the Payments. Even he did not respond the Buyer/Customer Query. Please take on this in your concern and revert back to me.",0.4497,positive
  Nice phoneBut when someone calls the display can’t appear sometimes,0.4215,positive
"  Worth to buy, Good looking.",0.5859,positive
  Loking,0,positive
  Go for it without any doubt,0.2755,positive
  I have been facing difficulty in playing games specially when i open the game for the first time in my phone. Phone stops working and the screen also goes black for minimum 10 minutes and also heats up sometimes.,-0.296,negative
  Great product at a reasonable price and features.... Battery life suffices. Performance and user interface is smooth and efficient. Camera is ok for this price range.,0.8442,positive
  i like this phone is not heating. totally it's good product,0.6887,positive
  The product is light weight comes with tempered Glass and cover. UI is good and fast.Hassle free exchange unlike flipkart.,0.7351,positive
"  One drawaback is voice call over 4g Airtel Network always intermittent,not ever I have placed a single crystal clear call to our friend, it's a major fault in this set plz rectify it",0.4779,positive
  Nice product. I really happy to buy this Mobile,0.7778,positive
"  Finger print reader is not functioning properly,I have to press it for a long time to sense",0,positive
  Charger getting over heat,0,positive
  It's good but I am disappointed about cost because another week its getting less amt and many others said it's old model,-0.4939,negative
"  Awesome deal, thanks",0.7906,positive
  Good product of this price,0.4404,positive
"  After spending long time with Xiaomi I switched to OPPO. I almost waited for 2 months to make my mind.Excellent overall experience with product, you can feel the difference.",0,positive
  I am Colling from Amazon customer service department. Camera regarding but not solve my problems 40 mints totally time West. Back and front camera picture quality very blurring.,0.3289,positive
  Good phone for its price,0.4404,positive
  According to price mobile is good. Camera quality also good.,0.7003,positive
  For a general operation good. Not for an avid user.,0.2528,positive
  It is only 3 days but seems to be good,0.5927,positive
  Overall good,0.4404,positive
  Good product. But not user friendly. My suggestion is use other option,-0.3595,negative
"  Phone camera is upto the mark, battery life is average ,fingerprint sensor not working properly",0,positive
  Nise cellphone,0,positive
"  It is solving my purposes... This device I am using for phone calls,WhatsApp and emails. Daily I need to talk at least 3-4 hrs and battery is supporting well for past .",0.7506,positive
  Good phone in budget along with great exchange offer. Screen size is big enough and camera quality is good.,0.872,positive
  Good product,0.4404,positive
  Battery life is too good. It is completing the charging in 45 mins. And more over we can the phone approx 1and half day. But the screen quality and sound is some bad.,-0.5859,negative
  Nice colour & model.....,0.4215,positive
  Nice phone,0.4215,positive
  Good,0.4404,positive
  Worst buying this product. Bcoz no exchange options of this mobile in any online apps. So don't buy this item. You can not exchange this product with any other at online apps.,-0.743,negative
"  Overall super, camera quality is exhalent mobile thank you amazon.",0.7964,positive
  Vivo and oppo compare to better vivo mobile  in oppo a5s mobile price very high and battery very low screen and back Dore quality in low,-0.1513,negative
  Nice mobile super conditionI am using last two days still battery 40% remainingI got this phone in exchange offer(6000) and delivery boy also good,0.8625,positive
"  In OPPO A5s Mobile is Good, In Box missing Ear Phone when we receive deliver boy said tell me I don't no sir Package is not my Hand, can you provide me, pls confirm by writing.",0.067,positive
  Nice phone overall,0.4215,positive
  Excellent,0.5719,positive
  Value for money.,0.34,positive
  Product is good but there is too many problems with camera need improvement in this price mobile worth it,0.5789,positive
  I could not get sim ejecter pin and earphones.,0,positive
  great deal for what i got this beautiful phone! thanx amazon india!,0.9003,positive
  Regret the purchase,-0.4215,negative
  Good product,0.4404,positive
"  Accessories missing, overheating during charging, seems like it will burst due to heat, hangs a lot",0.0772,positive
  Good,0.4404,positive
  Great as expected,0.6249,positive
  It should be FHD display....,0,positive
  It was working smoothly in the beginning but as time passes it starts working slow batter life for 1day and I'm not satisfied with the product.,-0.4585,negative
  Good,0.4404,positive
"  Awesome phone in this price. I m very satisfied with Oppo 5s.Great Experience..,",0.8016,positive
  All Features Are Good And Similar To My oppo F7 Phone But It is Camera Quality Are Cheap.....Not For Camera Lover...Bad Quality Of Camera....I M Not Satisfy..,-0.3116,negative
  Better option available in MI at similar price point. But vendor gave good buy back,0.7003,positive
  Phone is causing so much problem while receiving or dialling calls from the 2nd day itself.,-0.4549,negative
  Not as expected...just okay,-0.1695,negative
"  Ok to use, not upto the mark",0.296,positive
  Excellent,0.5719,positive
  ok,0.296,positive
  Camera quality is not at all satisfactory.,-0.2755,negative
  Value for money. Smooth Touch Screen. Great Camera.,0.7579,positive
  Better at this price,0.4404,positive
  Very good choice for gamers because of its huge 4230 mah battery . It may play 6-7 hour continue gaming in 100% charge . I will it 5 star ratings.,0.7841,positive
  Amazing handset. Great face detection....Fingerprint sensor quite fast. Camera is good too. Overall its really great.Thank you Amazon.,0.9147,positive
"  I like it, worth money. Good Camera",0.743,positive
  This phone is good to comparison any other set of this range.the battery life is good and full of value for money,0.802,positive
  I were buying variety company of mob....but im not satified for that mob....frist i feeling very nice mob appo A5s very good mob battery life...,0.7774,positive
  Colour,0,positive
  Very nice qualit....,0.4754,positive
  Good,0.4404,positive
  Good,0.4404,positive
  Awesome phone in this price range.,0.6249,positive
  Good,0.4404,positive
  Super,0.5994,positive
  Good phone not best camra qulaty is poor,-0.5526,negative
  It is good product . We are so beautiful  design  in mobile.Camera quality  is good .Battery  helth is good .,0.9286,positive
  Nice mobile oppo a5sI bought it exchange 6066Exchange phone tenor GCost 4250.Awesome battery backup.,0.4215,positive
  not bad,0.431,positive
  Great mobile opportunity Oppo A5s,0.7845,positive
  Everything is fine but the processor is not good and the phone is too slow and ie even hangs within the 1 month from buying. Go for the other option,-0.4037,negative
  Nice,0.4215,positive
  Good one,0.4404,positive
  Nice phone. Family member is very happy to get this,0.7778,positive
  Like,0.3612,positive
  Best phone good battery life good sound love using it,0.9349,positive
  Worth,0.2263,positive
  Very good product,0.4927,positive
  Nice,0.4215,positive
"  Nice phone Oppo a5s value of money, so nice",0.8323,positive
  Nice,0.4215,positive
  Excellent product value for money,0.7269,positive
  Value,0.34,positive
  I am not using finger print reader otherwise everything is perfect.,0.5719,positive
  I have received my phone today .. the storage was supposed to be 32 GB ROM...but it only has 21 GB .I have uploaded the details ..,0,positive
  Head set was missing..Battery life and screen quality are very nice..But how can I get the original head set?,0.3182,positive
  Phone is heating very much and voice comes very slow from speaker when YouTube runs or songs also or even if you talk ...,0,positive
  Good product,0.4404,positive
"  Great battery backup, picture quality exellent, camera quality great value for money.",0.891,positive
  Very bad product not available this mobail EMI number in exchange outhar mobile,-0.5413,negative
  Very good deal,0.4927,positive
"  Hey, oppo AS 5 bettry hit ho jati hai jab phone charge pe hota hai or call ane par b hit ho jata hai phone. & phone ke saath earphone nhi mila.",0,positive
  Clarity is not good. Volume is low.,-0.2037,negative
  This phone is good for this kind of budget but the battery discharging very frequently as compared to other phones.,0.2382,positive
"  Amazing mobile and camera battery backup good,but picture quality ok",0.7184,positive
  It's been 3 month I am using this phone.working ok.. but recently my charger is not working. I have to visit oppo service center.overall it's ok,0.4215,positive
  Amazon is frod I am parchas oppo a5s smart phone but not good phone is heat and not battery backup Amazon is not good 😢😢😭😭,-0.9424,negative
  Oppo a5s osm product,0,positive
  Oppo a5s Mobile front camera is proper quality not good some Problem please return or exchange another mobile give me response,0.2851,positive
  Camera does not click the good pics in night light it normally takes pics but are granular,-0.1786,negative
"  Don't buy this product, camera quality is worest",0,positive
  Good quality product picture quality could be better battery charging superb battey back  up is also good,0.9153,positive
  Good one....worth buy,0.4404,positive
  Very good phone in this price range,0.4927,positive
"  Camera is not upto mark, but ok product, not so much exciting.",-0.2385,negative
  Its a good phone with better picture quality nice battery life and finger print detection,0.8225,positive
  Please take my phone and return the money as front camera is not good as well as I raised a complain but no one coming for inspection.,-0.6136,negative
  Nice product,0.4215,positive
  Good,0.4404,positive
  Bakbas mobile low battery problem..... Hang every time..... Dont weste your money,-0.5859,negative
  Nice look,0.4215,positive
  I like it,0.3612,positive
  Not Excellent product this is mostly hanging issue is this phone,-0.4585,negative
  Good,0.4404,positive
  Nice mobile,0.4215,positive
  I think given more money for this one,0,positive
  Nice product,0.4215,positive
  Working well. Happy.,0.7003,positive
  All specification is very nice...,0.4754,positive
  Excellent product. Meets my daily expectations with a good battery life.,0.765,positive
  MONEY PAID FOR QUALITY PRODUCTS & HAPPY WITH OPPO PHONE QUALITY.,0.6633,positive
"  Good Product,, fast delivery bh amazon",0.5574,positive
  Fantastic mobile phone,0.5574,positive
  Its gone be very blur when zomming  camara clicking  photos.,0,positive
  Best product at this price,0.6369,positive
  Nice,0.4215,positive
  Liken,0,positive
  Using more than one year. Smoothly running. No problem.,0.3089,positive
  Very poor product. Only one i hav used after that screen problem came ...very worst product dont buy .waste of money,-0.8463,negative
  Super,0.5994,positive
  Worth buying itCamera is good,0.5859,positive
  Great product,0.6249,positive
  Not buyed,0,positive
  I didn't get earphones in box . But above box mentioned with that . Dont know why they missed it,-0.4215,negative
  😠😠😠😠😠 from now me and my all family member uninstall amazon app for your not give satisfied us with your delivery service,-0.9526,negative
  Its overall very good.,0.4927,positive
  I am get a assesires with mobile in package.....some one open before I got the package...I wanna my assesrries back,0,positive
  Over heating problem,-0.4019,negative
  Wonderful mobile on this price.,0.5719,positive
  Good screen quality and i like it but earphone is missing🙄🙄🙄really disappointed😕😕,-0.8793,negative
  Camera and screen resolution would be better,0.4404,positive
  Started using. So far so good.,0.6213,positive
"  Picture quality is superb during daylight, a bit blurry in dark",0.5719,positive
  average,0,positive
  Can be better,0.4404,positive
  Good,0.4404,positive
  Phone is absolutely good everything is good but camera and picture quality is not good.,-0.0161,negative
  Very heavy type phone looking like daba😠Camera is also not good 😠Rather function is very old type 😠,-0.6209,negative
  This budget nice phone,0.4215,positive
  Nice pic,0.4215,positive
  Good perfomance,0.4404,positive
  1 no,-0.296,negative
  Good phone for the price.,0.4404,positive
  for camera I want to give zero star. But no option.,-0.3919,negative
"  Its good and we all like this.it has more features like good sound,clearity of movies, working fast with quality.",0.8845,positive
  Nice Product with good features at good Price. Good Battery Back up.  No Hang up issues.,0.8519,positive
  Very good phone in this price.,0.4927,positive
  Wonderful and beautiful,0.8225,positive
  All good,0.4404,positive
  Excellent,0.5719,positive
  Oppo A5s blue 3GB RamFingerprint readerBattery lifeScreen quality,0,positive
"  Price as per specifications is good.Screen quality ,battery life , is quite good",0.4927,positive
  Good,0.4404,positive
  Love this product. Thanks to Amazon for providing me a awesome exchange offer.Phone is very fast. Nice camera.,0.943,positive
  Some new function can be seen but in dull manner....I get it in 6749rs...Good in this price... Overall a china product,-0.5499,negative
  Very poor quality camera Rear and front both.overall Performance average but RAM management is very bad.,-0.8119,negative
  Its a good choice,0.4404,positive
  Very good product.,0.4927,positive
  Battery not good. Charging not up to the standard. I won't recommend this product.,-0.5448,negative
  I Like the speed of mobile still sometime it became slow not always but for Few seconds it get hang,0.1901,positive
  Phone not working as in warranty period.  Oppo service denied to repaired said water in phone,-0.4404,negative
  I'm totally Disappointed... PLEASE TAKE SOME ACTIONS....,-0.0211,negative
  Fingerprint,0,positive
  Good mobile and good condition,0.7003,positive
  I love this phone tha best fone in my life thanks Amazon thanks allot,0.9423,positive
  Like this product,0.3612,positive
  Features are OK.RAM is less.,0,positive
  It was a wonderful mobile for moderate use,0.5719,positive
  Super phone,0.5994,positive
  At this price it is perfect smart cell phone. Far better then Mi series,0.8519,positive
  Ekdam faltu mobile aahe. Processor zero value. Gevu naka . Faltu phone by oppo . Go realme. Or redmi,0.34,positive
  Very nice and battery backup is awesome .Picture quality ♥ bohat Badhiya.,0.908,positive
  Good,0.4404,positive
  All Good only improve theb Battery Life.,0.7003,positive
  We need the headset but you are not providing it..so please reiniate the delivery for headsets,-0.3491,negative
  Good phone yet not used 😀But looking nice,0.5559,positive
  I am too much unsatisfied with this product,-0.4019,negative
  Everything is great but I want new features like screen finger print vooc charge quad cameras,0.7391,positive
  Very good,0.4927,positive
  Overall good under this price,0.4404,positive
"  There is a problem with the phone, when putting sum card, networks are not coming.Please replace it asap.",-0.4019,negative
  Apps r getting hanged in between you tube mainly is getting hanged if it is like this I have to exchange the phone,0.3612,positive
  Nice phone 👍,0.4215,positive
  Nice phon but little scratch on screen . So I will return it,0.2263,positive
  Decent phone for the offer price. Fulfills the general requirements.,0.25,positive
  Value for money... Budget phone...But.. Phone lag but require. Improve RAM management.,0.5927,positive
  Bad waste of money don't buy. Customers service not responding for the replacement and return.,-0.743,negative
  Very bad mobile one month purchase and sensor finger not work and slow down software issue,-0.5849,negative
  Love one!.....,0.6696,positive
  I like this. It is a good product. Its colour is good. I love it.,0.91,positive
  Good for wife,0.4404,positive
  Super mobile camera quality best battery is awesome and delivery so fast very good service all is very very good,0.9644,positive
"  Finger print,,good,and battery stand by more than 12 hours , screen quality good.",0.4404,positive
  Nic mobileVey fast,0,positive
  Good,0.4404,positive
  Not worth ir,-0.1695,negative
  Good,0.4404,positive
  Good mobile with lot of features and satisfied with the product.,0.6908,positive
  Had lot of expectations but failed,-0.6652,negative
  hanging problem,-0.4019,negative
  Very good battery life and finger sensor etc are very excellent working,0.8012,positive
  Why ear cord is not delivered with mobile,0,positive
  Mobile is good but there is no ear phone . Big brand but ear phone not provided it's the question.,-0.2144,negative
  Phone is good. But touch screen is not much responsive.,-0.1815,negative
  Supperb,0,positive
  In this price range very good phone camera quality not up the mark overall good phone,0.7264,positive
  Finger print reader is very good and battery life is good and screen quality is so good,0.87,positive
"  Phone finish is superb, screen edges are really good compare budget smart phones in similar models.",0.8748,positive
"  Oppo a5s nice budget phone ., good packaging ., quickly delivery . Thanks to amazon .,",0.8519,positive
  Best Product,0.6369,positive
  Good,0.4404,positive
  Best phoneBut Mediatek processor,0.6369,positive
  Thoda sahi h,0,positive
  9990 Perfect  satisfies with prices and quality.I feel awesome,0.891,positive
  Good mobile,0.4404,positive
  One camera (back not working ),0,positive
  Good,0.4404,positive
  good,0.4404,positive
  PLS COLLECT MY PHONE IT IS BATTERY HEAT AND MY PHONE IS DAMAGEPLS COLLECT THE PHONE,0.0772,positive
  Oppo is really very very good phone a,0.5768,positive
  The battery life is too good...the picture quality is okk..overall value the phone is worth it,0.5106,positive
  Super design and value for money,0.743,positive
  As the system is slow it takes much time to proceed from one app to Other.,0,positive
  Excellent,0.5719,positive
  Overall rating of this phone is good in this price,0.4404,positive
  abhi take chal rha h or 50% we niche battery jaldi khtm ho Kati h ...Bad ka pts nhi,-0.5423,negative
  Fabulous product👍👍 👍camera and performance is awesome in this price range👌👌👌,0.9774,positive
  It's  Good mobile ...,0.4404,positive
  Good,0.4404,positive
  Good,0.4404,positive
  Good,0.4404,positive
  Nice one,0.4215,positive
  Awesome,0.6249,positive
  Just avarage,0,positive
  It function smoothly same as I thought it in the catergory of pocket friendly....,0.4939,positive
"  Awesome device in this price, good looking, good operating, and good bettary life",0.9153,positive
  Not ok,-0.2235,negative
  Very good experience,0.4927,positive
  Performance not good,-0.3412,negative
"  Value for money product, happy with battery life and quality of product.",0.7269,positive
  Don't buy hang all time,0,positive
  Waw,0,positive
  Osm product no any fault,0.015,positive
  Value for money phone. Delivered me within 3 days,0.34,positive
"  Worth at this cost, I satisfy with its camera.",0.5994,positive
  Camera Quality Is poor.,-0.4767,negative
  But there is hanging problem,-0.5499,negative
  Nice phone in this price range. Colour is awesome. No lagging. Look is also good,0.8913,positive
"  Good Performance, stable and good battery life.",0.7906,positive
  Nice product in budget range. Fast delivery by amazon.,0.5423,positive
  Delivered on time and with Good quality product,0.4404,positive
"  Very good handset , I got it with exchange offer I got 4700 off on the real price",0.4927,positive
  Battery life short for Games like Pubg,0.3612,positive
  Good,0.4404,positive
  Very nice,0.4754,positive
  Back camera quality is very bad.u can't shoot video in low light especially in night.,0.0515,positive
  Good mobile,0.4404,positive
  Head phones are missing in the box in app it is showing that headphones will be in the box check the image,-0.296,negative
  Nice product,0.4215,positive
  Good battery life,0.4404,positive
  Good,0.4404,positive
  Nice,0.4215,positive
  Phone is very good but charger is not working,0.2724,positive
  I like oppo for it camera quality and battery backup.,0.3612,positive
  Nice mobile Best service provide by Amazon.Thanks Amazon.,0.8271,positive
  Camera quality 😍😍😍😍😍😎😎😎😎😎,0.9818,positive
  One of the best mobile in this budget,0.6369,positive
  Excellent product low budget phone with all features,0.3818,positive
  Very nice,0.4754,positive
  Very nice,0.4754,positive
  I recommend to change your mind if you are thinking to buy this phone choose another,0.3612,positive
  Good mobile phone,0.4404,positive
  Ok,0.296,positive
  The charger and the phone get super hot while charging.,0.5994,positive
  Good product and the package was damage proof . Well packed,0.2023,positive
  Value for money.  With good discount,0.6486,positive
"  Battery life is good, picture quality is low,it's value for money cell phone for this range",0.6486,positive
  Awesome photo. awesome phone,0.8481,positive
  Beat phone,0,positive
  Good looking and nice features,0.6908,positive
  Amazing phone. Super stylish,0.8271,positive
  MOBILE IS NICE.BUT FACE LOCK IS NOT GOOD.,-0.3412,negative
  Such a nice fone camera quality were so nice 👌😍😍,0.9589,positive
  Not goodBack batan not workingSkreen light is on/ off,0,positive
  Very much product. camera ciliyariti is best.Many youse sacsesfull.,0,positive
  Product nice but hd quality is poor and camera quality also poor,-0.8126,negative
  Nice,0.4215,positive
  It's awesome. I loved it.,0.8402,positive
"  Good, Nice product",0.6908,positive
