reviews,Fine-grained sentiment score,review_category
"  Best camera, very good battery life, eat body material, average weight, best performance,  best display.",0.9501,positive
"  This is best thing you can get at this price from a reputed brand with Made in India tag. First time I ordered on the first day of online launch and am happy. I'm writing after few days of usage, but this should not be different as my experience with Samsung has been most consistent as compared to other mobile brands I've used earlier.Good:- Android 10! Beautiful looks! Finally I can delete SMS from notification now!!- Display is excellent with Blue light filter.- Performance is good. No heating or lagging. Real Racing worked fine.- 6000 Mah battery is BIG- 128 GB storage is pretty good. 512 GB card supported with dedicated external card slot.- Both dedicated sim slots support LTE- Fast charging and 15W charger top with phone. The phone came with 0% charge. Charged fast.- Mobile speakers sound is good, but I prefer external speakers for better bass in music.- Camera is really good. Macro performance is very good - look at skin in tatoo photo and dust perticles in deskphone photo!! (photos of M31 are from other phone). Both front and rear camera support FHD video 3840x2160. I may not require to carry my DSLR everyehere.- Face unlock / figure-print sensor response is good- Received next day by 11 AM !Not So Good:- Not that thin, but ok.- Doesn't have Samsung Dex- Started to Boot Screen!! Gave me a little shock but selected reboot option and then every thing was smooth. An Android Updated (other than many application updates which is normal in any case) appeared on within days of launch. But update was smooth. No issue at all.- Feels delicate in hand but a Rs.49 cover was good enough. Wrongly ordered black while the set is blue. Just 49 so will reorder the blue one as well :)- Called Samsung Store, but no information with them about availability date. Still no call from them.Feedback- Feels good in hand and in use. It is a powerhouse and you feel it.- Will update after few days of use, but don't have any doubt as of now.Go for it without any doubt.",0.9977,positive
  3rd class front camera. 32 MP front camera n looks like 2mp front camera. In very disappointed  with this kind of front camera. Need refund.,-0.2247,negative
"  Lets just begin with the obvious. This phone's quality doesn't meet the claims made.Cons:1. Camera Quality: Picture quality is just awful. Its worse than a 8MP camera. The pixelization is obvious and it is definitely not a 64MP camera. Do not believe the claims Samsung might make. The quad camera is of no use as the macro camera reminds me of the decade when VGA cameras were common.2. Battery: Samsung may claim the battery will last for two days but it didnt last that long - no Netflix, Prime Video, heavy games being used. So that makes two of the biggest features useless.3. Amazon's Policy: In case you don't like the phone, Amazon has made sure you are stuck with it. The switch from 10 day ""return"" policy to 10 day ""replacement"" policy is dowright wrong! Hold onto the shutters physical mobile stores - your days are not over yet. When you do request for replacement, there is an inspection of the phone at buyer's site - which I understand but the fact that replacement will occur almost on the 10th day from my purchase still keeps me at unease.Pros:1. Display: The screen quality is good and has adjustment options for warm light and cold light.2. Performance: Streaming videos and playing heavy games was smooth for the first 4 days but then again Samsung is known for fast deterioration of performance, so I will keep my eyes and ears open.3. Sound: Speaker quality is okay but not upto the mark. In a noisy place you fail to hear the crispness and the boom.",-0.7397,negative
"  I am using it from 3 days , 6000 mah battery is just for name only, it work for 1-1.25 days only with moderate usage.64mp camera doesn't support zoom, camera doesn't support 60fps video recording.Build quality is not good, plastic back with lots of figure prints in few minutes handling, not look new in few seconds.Face unlock very slow.Heat issue which charging and heavy usageFull charge takes more than 3 hrsWould not recommend to buy , if you are looking  for good camera phonego with other brands like oppo or redmi , giving much better quality",0.3956,positive
"  The phone was wrapped in dust. Although it was seal packed, still many dust were on screen and back side. It shows security concerns and Amazon, Samsung and seller must draw its attention. How dust can be reached in seal packed box? Now I'm lacking trust in Amazon,Samsung and seller. Either my phone was used or its components might have replaced, as in brand new phone,there exists no dusts because they are built in factory, but here shows how they are playing with the customer and their product.Phone is nice, large battery backup of more than 2 days, 6.4 display is big, camera is perfect and 6GB ram is enough for daily usage. All things are good. No heating issue.However my only concern is ""dust"" and how it came there if its brand new.So I could give 5 star,but now 1 is enough.Beware of Amazon,Samsung and seller.",0.9413,positive
"  Software is no working. No sounds in media, cant attend calls, every 5 mints phone gone to switched off and even though no retraining option.",-0.3637,negative
"  Phone camera is not good , samsung says it's 64 mega pixel but its photos like 8 megapixels .photo detailing are not good  . Also processor is not Upton the mark it's some time slow and hang in multi function use . While using keyboard , keyboard hide automatically for 1 second . My mobile variant is 6 GB 128 GB. Don't waste your time and money .",0.0992,positive
"  Camera front is worst, not up to the mark. Waste of money. ,",-0.7845,negative
  Not a Samsung performance. It seems it was launched without proper test n trials. I already had M30 so decided to buy M31 (6GB). But got shocked to see the poor performance n battery life. The 64MP images can't be sent easily to someone on WhatsApp. Camera give errors now n then. Battery life worst then M30 which has 5000mh. Mobile heats on charging.,-0.9593,negative
  I purchased this phone by seeing 64 MP for camera usage but M31 was the worst phone with camera quality.. Front camera is 8 and back camera was 16 MP not more that that.. there is no return option only replacement(Good game was playing by samsung &Amazon) please dont buy this mobile and dont waste your money... Heating problem while charging.. etc  i am really  very frustrated with this phone quality.. i lost my money by buying this phone..😔😔😪,-0.9064,negative
  Mind blowing  camera real monster battery look awesome and fist first launch first hand,0.8074,positive
  Average,0,positive
  Phone is very slow my opinion is west ur money,0,positive
"  1. First of all let me tell you  that previously I have used Moto G2, Moto G4 Play & Lenovo K8 Note.2. I'm writing this review after 3 days of usage, using the 128GB version.3. PROS.(a) A great delivery experience by Amazon, within 24hr delivery, the phone is sleek & stylish to look at.(b) Battery backup(6000MAh) is just awesome.  For an average user like me, it lasted for two days in a single full charge.(c) Very very smooth processor, as compared to other phones in this price range like Oppo and Mi. Works like a flash.(d) Brand value of Samsung at this price with the latest specs.(e) With quad camera & a 64MP main camera, pretty amazing photos are clicked. The low light camera is particularly helpful.(f) If you are a fan of AMOLED display, this is the phone for you.(g) No problem of overheating while usage or charging.4. CONS.(a) With a 15W charger, it is charging slow taking almost 2.5hrs for a full charge, especially when compared to OPPO VOOC charger.(b) Not a very rugged phone, you might need to use a back cover from Day 1.5. I'm satisfied with the phone & the experience it provides. Overall, I would totally recommend you to go for Samsung Galaxy M31, as at this price range, with the specs  & brand value of Samsung, this is the best buy. 👍",0.9911,positive
"  Not satisfied with the qualityDisplay quality is no adequateBody is made of plastic like materialI was using MI like 6 plus pro then 7 plus proFor a change I have purchased this product, the quality is not up to the mark when comparing to my old redmi note seriesThe sound quality is very worst.While making call with full volume it is not clear from the day of purchase.I am planning to go back to MI againWorst phone pls don't buyNot value for money",-0.351,negative
"  I purchased this as soon as it was launched and its one of the worst decision that i made. Selfie camera is blurry and clicks yellow pictures, phone lags in playback video, all of a sudden, video will disappear and only sound continues to play, back camera isn't that great as hyped, its very low in quality, body of the phone is more like a plastic and very low quality material, overall very dis-satisfied with the product. Amazon has agreed post diagnosis saying its a faulty piece  but does not give refund",-0.659,negative
"  HiI am using M31 Since 6/3/2020.Those who are interested to buy this set, please follow my real Review before buying M31.1) Phone Display is excellent. It is a good Video viewing experience.2) In Day light, Rear Camera photos are good but sometimes its colour is yellowish which is very bad effect in image. Even in Night light or low light Selfie is not clear, you have to use Night Mode but Outdoor Selfie is excellent. It has 8x Digital Zoom which is extra benefit. In this price Zoom Quality is not bad.3) 4K Video shot in both Real and Front Cameras, the Video Qualities are amazing.4) Fingerprint Scanner is good but Face unlock is Average.5) Battery Optimization is not good. At present, it takes around 3 hours to complete charge from 6 to 100%, which was previously 2.5 hrs. I do not use any high graphic App.6) It has no support of Secure Folder and Knox.I think that Samsung is required to update in section of Camera, Battery and to add Secure Folder App to compete other Chinese brand Like Xiaomi, Realme, Poco etc.Thanks.",0.9508,positive
  One of worst mobile and one of the worst brand. Better to purchase any other brand except Samsung.1. Heating issue2. Second sim works on 3g.3. Even its 6Gb ram works like 2gb ram phone.When I called amazon customer care they said I have to go to service center for this and they are telling to check through app.Its a f***ing phone please please please don't waste your money.And this is my last ever purchase from amazon.,0.8415,positive
"  Cons:Button position (power& volume) too highFingerprint reader too highHeats up a lot.Though the battery capacity is high, battery drains fast.A lot of bloatware. Removed loads of stuff, tons still left.A full charge with original charger and original cable (which is quite short) from 0-100 took 2 hours & 28 minutesSpeaker volume low.The receiver causes voice drop in phonecalls.Pros:Feels lightweightNice display.The camera is decent.Update 1:Drained the battery to 0% and switched it off and charged to 100% and the battery seems to hold charge longer.Update 2:Outgoing voice gets cut for a few seconds at a time consistently. Going to request a replacement.Update 3:Returned my M31, found the voice unclear and faced voice drop. When I put my SIM card into my old Moto G5S+ the recipient immediately recognizes the much better voice quality. I have to put the call on 100% volume to be able to hear at least a bit.",-0.1531,negative
"  I bought this mobile in last Friday , it is not working from 6th day.  Unable to receive calls and if unexpectedly I received a call not getting  sound and I can't here the opposite person voice or my voice to them. When I try to call someone automatically network is getting disconnected and it's reconnecting automatically in few minutes. I expect this might be  software issue , I have gone through lot of reviews ,maximum number of people who buyed this mobile facing this issue.Unable to replace the mobile also as it is not showing any option to me.",0.0772,positive
  UNTILL I AM USING REDMI NOTE 7 PROI WANT TO PURCHASE POCO X2 BUT BECAUSE OF IS FLASH SALEIT OUT OF STOCKI AM USING SAM M31 FROM LAST 5 DAYS OVERALL MY IMPRESSION IS  ITS 6000MH BATTERY1  SUPER AMOLED DISPLAY AT THIS PRICE2  64 MP CAMERA3  PHONES PERFORMANCE IS VERY SLOW4  I CAN NOT SINE ANY DRAMATIC CHANDE IN CAMERA QUALITY IN THIS PHONE5  SAMSUNG HAS TO WORK IN OPTEMISSING SOFTWARE TO INCREASE THE PHONES PERFORMANCE6  REDMI NOTE 7 PRO BOOTS FASTER THAN SAM M31,0.9474,positive
"  Worst mobile was I got , Samsung m31 taking more time for charging 100% , it's almost 4 hours for charging , and after that 20 hours battery I'll train 0% its waste of time compare to other fast charging mobile , and camera worst",-0.9001,negative
"  I have been using this for 15-20 days now and I am even more disappointed!I have been using POCO F1 since the last 1.5 years and I regret to have chosen to move back to Samsung!I so miss my POCOFirst the pros1. The brand name - if you think it is one!2. The display - It's super AMOLED and it's brilliant3. The rear camera - clicks good enough photos4. Build - seems decentCons:1. The UI - It's a big duffer. Samsung's smart switch was a pathetic attempt to move the contacts etc. Had I not cross checked, I would have been crying2. The contact list - It seems like using an age old NoKia device today3. Virtual Buttons - They aren't customizable 😭. What kinda innovation is this4. Clear all apps - it kills the current app too😬. I killed my game many times while trying to fasten up this idiot device5. Gaming - The phone slows down in 10-15 minutes. It's anyways a slow device6. Front camera - it no better than an age old 2MP camera. The image processing is idiotic7. Notifications - This idiot forgets to send email notifications. I have to manually keep checking my emails😭. Believe me, I have tried all settings8. Notification Badges - Does not display any badges on the apps 😂🤣. You have to pull down the notification bar and keep checking9. Dual Apps: This idiot does not support dual apps. Only messengers are supported. I have two accounts on amazon and amazon is not supported in dual apps. Similarly I have two accounts to manage on Linkedin.The more I use this idiot device, the more it frustrates meAnyone who recommends Samsung can kindly stay away from me nowWhat a waste of Money this has been",-0.9567,negative
  Nice phone in this price range,0.4215,positive
"  1) claims 21 hour of internet usage timing, i started using it after 100charged  but it barely last for 24 hour with 5 hour of heavy usage and even turned mobile in bettery saving mode.  so what is the point of carry that much heavy 191gm device all around.2) phone heats a lot while its charging ,like you can't even touch it at some point.3)internet bandwith speed in mobile as well as in wifi is not good. i had a samsung galaxy note3 where i get fast internet with same network. wanted to return this device but they had a very strict policy so you cannot return, you can only replace it.  even i am trying it for replacement it wont let me as i have to download balencco app and this app never say your phone is not working fine. i could have spend my money in buying other phone.bought on very first minute of release but al excitment turned down after seeing actual performance.",0.2271,positive
"  Over all am not that super satisfied, but excellent one & not made in chn..Pros# Good LiveFocus camera, Shallow DoF is excellent# sAmoled Display is great# Good features# You will love using the phone.Cons# Slow-motion video sucks goes dark# Macro lens has lot of distortion# Charging sucks needs 2.5hrs to get full charge, 6000mah is good but discharges 1.5day for normal usage.# Slight heat while charging..# 9 out of 10 times doesn't recognise your face during low light, figer print reader is also slippary# Poor mobile & Wifi Signal scanning# Phone is slippary in hand use protective case always.Over all I didn't get the feel I expected for this price range..",0.9785,positive
  Received it on time within 24 hours thumps up to amazon. Now Product. Done all the settings. I am using samsung after a long gap of 8-10 years. After Samsung Grand I had stopped using. So setting done now data transfer Samsung's smart switch option is fantastic. Everything I wanted to transfer got it. No problem at all .Now SIM transferred. Done OK it is dual 4G VOLTE and above all it is having separate slot for micro sd card. Effortless working.Now Camera. It has got lot of options. All I have not yet tried but for sure I have checked the quality of the photograph and the night mode is superb. What else you want to know rest of the things are written in detail and is true. Working very fine. Proud to won it. Nice Product. Samsung should keep competing iPhone,0.9883,positive
"  Cons:1. RAM. Claims to be 6GB, whereas my 2year old phone with 4GB RAM has much smoother display2. Battery Charging. Claims 15W fast charging. Takes more than 2 hours to charge the phone.Pros:1. Good cameras2. Perfect screen sizeI bought it as a great deal from Samsung, but it is a BIG dissappointment. And they say it cannot be returned. Total waste of money for me. Redmi Note pro 8 is much better than this at same price.",0.6768,positive
"  What is this samsung,i didn't expect from you.plastic body is ok we can use cover.Corning gorella glass 3 is ok we can use tempered protection.Even 3 hr charging time is ok we can charge during night.But Overheating how can we deal with them !this price range other companies providing super fast , cool processor like snapdragon 730G.& What you do fooling customers.",0.8977,positive
"  i am a Big fan of Samsung products, but today i got a dead phone, first i thought it don't have charging so try to charge the phone but no response,i am really really disappointed today. but thanks to amazon the responded quickly and ordered a replacement. but now i am worried about phone performance now. how i am going to handle if future same problem arises. before buy think again.",-0.9388,negative
"  Worst experience ever, camera quality not better 5out of 2, battery down very fast, max 3 hours taken charging 100% ,sometime WhatsApp hangups.108 gp free storage but mobile heating high, fingerprints only 3 finger available,  not better fingerprints,  I am the first buyer before launching. Over all don't buy this m 31. No extra protection, no additional option,  very simple mobile,not worthiness of money,",-0.8693,negative
"  First time met very bad experience from Samsung phone, camera quality is very poor. Front facing camera not good at all. Not comfortable with 6000mahbattery life.Amazon.india  just destroyed their Goodwill by selling this product.I purchased this phone for my friend. And now he is angry on me....Dear customer please avoid to buy this product.",-0.9381,negative
  Very poor performance.. camera is ok not bad . But very slow net speed .. opening app time is relatively fast but after internet is very slow .... my old mobile Samsung on max is much faster performance for loading web page than Samsung m31 .. this phone taking much more time to open any web site ... remaining everything is ok ..Fast changing is not far like they said .. 30 mins charging it charging 20% but my old Samsung is 30% charged at same time . I have found this two major drawback.,-0.1868,negative
  It's one of the good looking phone with stunning display & mammoth battery.Pros :1. One of the best display in the segment.( You'll feel it when you hold the phone for first time itself )2. Great battery life (6000 mAH ) with good optimisation.3. SAR rating - lowest one4.  Well weight balanced ( considering big mammoth battery )Cons :1. Samsung should have provided a case along with this ( hard to buy a case at initial days after launch _ phone is slippery and finger print & dust magnet )2. Camera is not so great as expected ( 64 MP)_ wide angle shots are lacking of details _ macro mode is also not great3. Not so great processorWho can buy : people who don't do heavy gaming & not camera oriented. Who looking for great battery & Samsung branding.,0.8915,positive
"  I found the phone to be mediocre in performance.Pros:1. Display: Trust me it’s amazing! You will love the vibrant colours. Images and videos look great in the Amoled screen.2. Battery: 1.5 days backup even after heavy usage.3. Camera: Good, but not excellent.Cons:1. Build: All plastic build, this might have helped in managing the weight, but I guess the durability is compromised.2. Night mode camera: Useless, all grainy and inconsistent photos. Other phones in this price range are way better.3. Zoom camera: Photos are grainy and lacks clarity.4. Face unlock: Mostly doesn’t work even after adding alternate looks.Verdict: You can buy this if you don’t like the Skins of Chinese brands, One UI 2.0 is heavy but better. Hardware wise some Chinese phones are better.",0.9737,positive
"  Delivery was fast, packing was good, phone started quite unusual that applications were not even downloading on wifi, later after a couple of restarts it's good now. So thumps up , happy so far .",0.8591,positive
  I ordered in first sale after comparing all the phones at this range and i am satisfied with this phone but want to discuss some pros and consPros:1. Back Camera is good ( i compared it with oneplus 7 and samsung is good). No issues with picture quality with zoom also.2. Its a powerhouse with High Battery Life (For normal usage we can even use phone for 2 days)3. No lag or hanging problem till now due to 6Gb RAMCons:1. Front Camera is not as good as expected2. Finger Print sensor is back mounted while all other brands offering in screen fingerprint sensors at this range. ( disappointed at this and THIS IS MAIN REASON FOR 4 ⭐️)3. Handset configured like conplex android even after having many in built apps but no app for lock apps and seems to be complex,-0.1419,negative
"  The camera pictures hv a yellow tinge which makes orange look like yellow and red look like orange. I returned the first phone thinking it might be a defective piece.but the second phone also had the same problem. I had almost returned the second phone also but then I figured out that the problem is not camera. Display setting had color correction mode on by default and it gave a yellow tinge to anything you see on phone screenIf you face the same problem pl go to your display setting or search color correction and put it off. The phone wl return to normal colorsI am using it for last 3 days and quite satisfied with the phone. Battery lasted 2 days but no games,music,videos. I am hoping battery performance wl improve in few daysCamera pictures are goodLots of bloatware come with Samsung so had to uninstall/ disable them manually",0.359,positive
  use front cem iam not happy,-0.4585,negative
  Display quality is good. But one thing which I don't like about the camera is that we can't use flash light when we take shots with 64 MP lens. Low light photographs are also not upto the mark. Rest everything is fine.,-0.2881,negative
  I was using Redmi not 5 pro prior to this. I feel that phone was quite better than  this.Camara- though it mentions 64 MP camara but it failed to impress me. When we click using front camara it takes 2-3 seconds hold time before clicking  the picture. No flash for front camara.During operation  I didn't  find phone to be user friendlyThe most disappointing thing is time it takes for charging. They claim that it is super fast charging  but it is even slower than my note 5 pro. In 1 hr it charges something  around  25-30%......Design- Not at all attractive.. Doesn't  feel like new phone.Not at all recommend.  You may go go for Mi for realme.. I trusted Samsung  but eventually  it didn't  fulfilled  my expectations.,-0.574,negative
  Very bad mobile. Heating and hanging problem. Amazon not refunding even having mobile problem. Don't buy this mobile. Go for Redmi mobile. Camera  quality is  worst. Many thing's not  supported. Anyone want to take this mobile please let me know. Reduce some amount. Buy before 7 days. Only  battery is good other is worst. Samsung  must quit in making mobile.,-0.9284,negative
"  I Bought Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage) really awesome mobile works quickly fast and secure, fingerprint reader fast. Mid range mobile with highly configuration, battery life no issues 2 days i am using even after internet browse and playing online games. Camera auality my review night camera photos i am not happy but in day time taken pictures really good. other than night camera pictures i don't face any issues till now.I recommended my my friends, Company Colleagues and family members to buy this product. Some of them have bought this product on my words they are really happy with this Samsung Galaxy M31 mobile.Thank you so much Samsung and team members who worked on this product for mid range people you guys are doing awesome.",0.9776,positive
"  Cons:1. No notifications light.2. Large icons.3. No preinstalled app lock. You can install s secure to achieve that but lock symbols will be there on each locked app.4. Ringtone volume not so loud.5. No back cover provided.6. Camera is not that great as expected with 64mp.Pros:1. Screen quality2. Ram management3. Smooth performance4. Battery performance. After 12 hrs of usage, still having 60 % remaining battery (5 hours screen on time).5. Looks are pretty good.6. Samsung brand.",0.25,positive
"  First... I would like to express my experience of this mobile is tooooooo worst.... It's never performed like 6GB Ram Mobile.... It's working like 512kb ram ram mobile. And another great backdrop is it's bluetooth... It's connectivity does not meets at atleast basic phone... And another thing is it's speaker...This one also very poor.... Batter charging and backup also we can't compare with another brands in the present market... Because its took worst...I already requested to Amazon for return this phone, but, they smoothly refuesed my request as there is no chance to return as per their terms.Finally, my dear all who want to buy this product i strongly recommend that don't buy this mobile and don't waste your money...",0.8942,positive
"  1.Camera - 3.8/52.Performance - 3.0/53.Battery backup - 2.7/5(Battery doesnot prove itself as 6000mah)Charge time is quiq agreed.But,drains fast.Feels like the capacity is 4000mah.My reivew im submitting after a week of observed usage.My major point on selecting this mobile was battery.........They assured 6000mah but the fact is i can just get 4000mah worthfullness.If ur just looking for 6000mah battery mobile this is the worst choice.Badly feel like cheated by samsung.",-0.7469,negative
"  Lets get straight to the ponit. If your main motive is to play graphic intensive games (pubg/cod/asphalt/etc.) then there is a back button for you on the top left. Though Samsung M31 is a very good phone, there are other phones in this price range which will just do better in gaming.But...Also read the rest• PERFORMANCEThe combination of M31 processor (Exynos9611) and it's operating system (One UI 2.0) will give you a level of performace where you'd think your device is a flagship phone. It is clean, fast, optimize, and just feels so premium in daily uses.• DISPLAYThe super Amoled display use in M31 and the display that Samsung used in thier flagship phones are same. It is just so eye pleasing and the colour production they are just amazing. You will not find any display equal to this in this price range.(If you dont mind the high refresh rate displays which does not have Amoled like M31)• BATTERY AND CHARGINGThe M31 got the highest amount of battery among all the phones that I've heard (including midrange and flagships). On many online reviews it's charging speed has been criticized by many reviewers. But after using it for a while I think they are kinda exaggerating. Because we barely let our phone battery die till we charge. In normal uses I charge when it is around 20-30% it gets fully charged within a hour and 45 minutes. Which is still surprisingly good considering the Battery size that we get.•CAMERACamera is the field in which the M31 shines amongst the other midrange competitors. The 64mp primary camera, the 8mp ultra wide, the 5mp depth sensor and the 5mp macro lens gives the perfect combination for the monster phone. Don't get fooled by the numbers in mega pixels because in the end it is how the device processes the pictures that matters the most. The Samsung M31 have particularly nailed those image processing.Meanwhile, the videos captured by these cameras are still above average they are not the best in this price range.*CONCLUSION*The Samsung M31 is one of the most overall balance phone in the midrange. In some devices when there is an upgrade in one field we needed to compromise with the other downgrade. Every phones have their pros and cons no matter what brand. But considering all these ups and downs M31 still makes a value for money purchase.Thank you..(If you have any question regardingthis device. You can always drop them on the comment)",0.9051,positive
"  Update 1:- AI scene detection really enhances the colours and over all camera is quite commendable according to the price, if comparing to my OnePlus 7T. I also got a case from Amazon at just ₹59 which was unbelievable. Attaching Pictures for reference. Will update in near future if found anything worth updating.------------------------------------------------------Great Specs. Great Value. I got the 128 GB variant. Only single Con is that the Back Panel Scratches Very Easily. After unboxing the phone and using it for an hour or so I could see some minute scratches, so i would recommend to get a skin. Also if you're thinking there are no cases available in the market right now as this is a new product. It might take some time due to the outbreak of Coronavirus. Therefore I have applied a transparent skin.Also another thing the length of the charging cable is too short in my opinion.",0.921,positive
"  Disappointed  with Samsung, after many year I decided  to back to Samsung but  truly disappointed. Software performance is worst and heating issue. Camera performance is pathetic, Most Worst part of Amazon policy now you can't return at all, moreover not even replace easily,  you need to install the app then you will surprise  all the problems you face shall be found ok in the software. You will be in difficult situation,what to do?My strong recommendation not to go with Samsung M31.",-0.9615,negative
"  Dear Amazon Team,I have been delivered faulty product from UP. It is just 15 days from buying the product and it was showing hang issue. and now this phone is dead and restart itself. No customer care is replying. Very poor service. Need replacement of the phone immediately.",-0.889,negative
"  Camara is too bad. Sound clarity is not at all good ... though it looks like a premium phone ,but when you started using it makes you feel that you bought a cheap quality product. Gets frequently stuck and restarts for no reason.",-0.6861,negative
"  Ordered Samsung Galaxy M31 within 5 minutes after sale starts. Really impressed by the quality of the camera. All 4 back cameras are working great. Wide angle feature is great. Live focus, Macro and Slow-motion features are awesome. Front camera is very good. It captures the photo very well in all types of lightning and background. Battery backup is good. 100% to 20% in around 30 hours with average usage. Screen resolution and touch is very good. Go for it if you have your budget less than 16k and looking for awesome camera and screen resolution.After 2 months usage: Battery charging takes more than 3 hours from 30% to 100% even though it shows Fast charging.  Battery is draining quickly when using mobile hotspot.Phone is heating too much. My kid is fearing to take my phone because of this heating issue (Don't know whether it is pros or cons 😜). Think before buying this phone.",0.9814,positive
  Apart from battrey and screen nothing is good. Front facing camera as per specs is of 32mp. But when u go for high resolution it show 21MP... TOTALLY CRAP. My samsung j7's 8mp is FAR MORE BETTER THAN this one in terms of front camera. FRAUD BY SAMSUNG.Finger prnt reader is not able to detect most of the times.,-0.8202,negative
"  Hi guys. Don't buy this product at all. Its battery performance  is very bad and it's taking more than 4-5 hrs to charginga and its getting complete in less than 1day eventhough we don't use much videos or games. Heating issue also there. Moreover,  I asked for replacement within 10 days itself but Amazon is keeping one useless mediating activity called phone inspection.  They will send some person who is not having any basic knowledge on phone or software and he do some nonsense. Technician means they should be professional  and they should carry some tools to test the phone. But nothing he iwas having. He simply reset my phone and starting checking charging properly or not. Means we should everytime reset our phone and charge and again have to reinstall or what. Very bad service by Amazon and the products they are selling are defective  pieces. Better buy directly from Samsung showroom or don't go for it at all. This is second time I am facing this issue. Samsung-it's a big flop to ur products",-0.9417,negative
