reviews,Fine-grained sentiment score,review_category
"  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.",0.9988,positive
"  Ordered on Prime day, 6th August 12 AM. Received the phone on 8th August.All aspects of the phone is on par or above the next segment.Display is gorgeous.Lookwise it doesn't feel like an M series phone.FP sensor works well although it can store only 3 fingerprints.Camera is overall good. Can't say it's a camera centric phone obviously. However it has some good outputs6000mah battery with 25W fast charging is awesome. (you get reverse charging as well).The only con i felt till now is the exclusion of a phone cover in the box. This might sound silly but I'm one of those guy's who use phone with a cover only to be on the safer side. Just because there is no cover I'm unable to use the phone as my daily driver right now.Come on Samsung. How much will a tpu cover cost for you?? 50Rs??M31s is actually A51 without on screen fp. It has better specs than A51 which retails around 8-9k than M31s which makes this phone one of a kind.The dimensions are also the same as A51. So you can use the same tempered glass but cant use A51 back cover for M31s since it should have the cutout for side mounted fp scanner.Overall a great phone. Value for money I should say. If you are not a heavy gamer this is the best choice around.Will update the review after using the phone for 2 weeks.Till then book your phone and wait for the delivery as it is back-ordered at this moment.",0.9802,positive
"   This is to share my horrible experience with Amazon and Samsung. The phone arrived dead and I have to make multiple calls, emails to team to get it replaced. After technician report confirming that phone is dead they now asking me to go for a refund as product is no longer in stock.",-0.9081,negative
"  Strongly recommend No..why samsung make lot advertise on m31s.really don't know wt makes new compared to other M series. 'Single take' shot option really useless.People who r looking for camera please don't buy m31s.All the modes camers pictures are 95%blur mode.perfomance of mobile is not up to expectations.When turns into selife mode really shocked IS IT HD photo or Asian paints colored WALL.REALLY SHOCKED.THIS TIME SAMSUNG DISAPPOINTED.Videos display is also not so effective. Starting of series most of them said not  a gaming mobile.really its not gaming mobile.No samsung pay Nfc,No backcase,l.Rather than spending 20k on m31s supposed to switch another model.Name it as blur mobile.THANKS",-0.0789,negative
  Initial impression after using for one day.1. The display is Gorgeous. Feels like a high end device2. Specs say 6000 MaH battery. Power management is not up to the mark. Without using any power intensive app battery drain is quite pronounced and noticeable.  Hopefully Samsung will release a patch to fix this3.Camera: Impressive.  Good lighting conditions result in beautiful and detailed shots. Struggles a bit during the low light conditions. Overall quite ok for the price.4. Processor: Not the fastest out there  but does the job. Nothing to complain about5. Fingerprint scanner is decent.6. No back case in the box. Will take time to get new case delivered.  Case is necessary as the back panel is quite slippery7. I believe the cost should have around 17K instead of 19.5k...! But if you want a non Chinese phone then this is a good option to consider,0.9325,positive
"  purchased the phone on very first day, delivered by amazon on the next day - excellent serviceabout phoneused it for 2 days and then screen blacked out and phone not workingtried many things as suggested by amazon tech team but its still not workingreplacement order placed but it shows 20 days to deliver next onenever expected this quality from samsung",0.4678,positive
  I am using this for last 2-3 days now.This is my review after actually using this pgone in all aspects.Pros -1. Canera - Excellent camera - Good low light photography.  64 Megapixel does uts wor. Inteli Cam is just awesome.2. Display is just Superfine even in direct sunlight it works Excellent.Touch is just Excellent.3. Phone looks really cool in hands.4. Smart pop up feature is also good to have.5. UI is good.6. Speaker sound is good.7. No issues in calls - No call drips using Airtel sim.Overall its very nice experience using this phone.I researched alot before burying this phone and i am happy that i made this choice.Cons -1. Battery doesn't look like 6000 MAH it typically gives 1.5 days backup with single charge which other phone alao gives with relatively less Mah Battery.I was hoping to get little more backup2. Processor  - Could have been better3  No back cover for phone as it is hard to find in a market,0.9346,positive
"  Don't buy anyone worst product, Waste of money rs 18000. This product too much heating, display quality very low and touch screen not working, Camara is very worst like 2mp Camara, also don't trust Amazon. I have ordered credit card payment. they cancelled orders and not refunded. I have raised complaint against Amazon but no use. don't purchase in Amazon. Samsung m31s hanging even I am not installed single game",-0.7841,negative
"  An excellent device would not be an enough word to describe this phone.Got it through prime and Amazon delivered it before time once again delighted with wonderful service by Amazon and the device is a masterpiece.Loaded with awesome features like 1 click camera, 6000mah battery, reverse charging, bigger and butter smooth super amoled display.Samsung has started to capture the Indian market and that ultimately allow us as customers to get rid of data stealer and spy Chinese phones.You can definitely go for this phone blindly",0.9764,positive
"  Hi all,From Samsung M31s.Bought it on Amazon Prime day sale. Placed the order by 00:04 of 6th August (Day-1 of the sale) and got it very next day Noon 2pm itself. Kudos Amazon India.Grabbed it for 15,999 with a 2k coupon code and HDFC's 10% discount.But, ordered a Matte Back cover and Matte Temper glass (As it didn't come with the box and also wasn't available near me in Chennai). Delivery date is 18th to 25th Aug which is pathetic. I have to take care my SaM31s like a baby.Small review as per my knowledge -On-hand, its so good. (Earlier was using OnePlus 6) Size wise bit bigger that 1+6 (6.5"")Comparing to Nord, we have Memory card slot - no dependency.While updating the phone on first start, i felt bit heat. But later, it was fine.Charged a 100% and had an extensive usage (not a gamer). Battery lasts more than 36hrs (with Bluetooth earphone at times).Charging happened in 70-75 mins with intermediate usage in between.Earphone Jack available comparing to Nord, better than Bluetooth earphone which consumes charge and needs charge for earphones too.Settings - an ocean of settings, wonderful touch sensor and additional features for lock facilities.But, doesn't have indicator on the front face (which shows if notifications are received)No option to find app usage statistics.Audio - Its so good with clear audio in all needs.Photo - Video : Excellent quality of photos and Videos even in a 3x Zoom. Front camera is bit down.Macro Mode is giving a great pic of Close shots.Has Slowmo, Super slowmo, Hyperlapse, Panaroma.AR zone is pure magical. Different features for Front cam and Back cam.Reverse charging facility is amazing. But the box doesn't have USB - charge cable.Overall - M31s is a price worthy with sooo many options.EDIT : Corning Gorilla Glass 3 is fine,just on 10th day of my purchase, my phone fallen down with less than 1m height (slipped from hand) and display borken 💔Handle with care.",0.9955,positive
"  This is my personal view n review.  I upgraded from ayear old Redmi note 7 pro to M31 s because i wanted a non Chinese phone & m31s promo claimed good camera  battery etc. After usage of a week, I am sure that this was a bad decision. This phone is overhyped n priced. 15k would have been the right price for it. Its camera is good but doesn't give you out of the world experience.  Battery is 6K but doesnt run even for 1.5 day under normal use. Plastic used on backcover is cheap, the Samsung chipset sucks, this phone should have come with snapdragon and in range of 15K. I am not liking to write this review but Samsung has disappointed again. Redmi or one plus phones are clear winners. I will return this phone.",-0.1121,negative
  Upper portion of the phone is getting heated after using it for very short period.....and even when making a call for 2-3 minutes same thing is being experienced.....but lower portion of the phnoe seems fine...also called Amazon technical support to check about this....they checked my phone through servify app...told me all are ok....if anyone facing same thing....please let me know....is it a common issue?,0.296,positive
"  Pros :1. Display -- Amazing Super Amoled2. Battery -- Huge 6000mAh3. Camera -- Great especially the Single Take feature4. Reverse Charging -- Excellent, you can use this phone as a power bank as the cable in box is type c to type c5. Charger -- 25W fast charging6. UI -- Very good and easy to operate7. Fingerprint scanner on side is very Fast8. Gradient look is nice...Cons :1. Chipset still Exynos 9611 (10nm). This could have  been better at this price range....Over all ...Great product....👍4.5 on 5",0.9851,positive
  Don't buy this Samsung M31s.Camera quality is bad.Overall waste of money.,-0.4215,negative
  Phone is good but delivery boy cheated and then took 1400 extra to accept exchange my old phone,-0.0258,negative
"  Not found charger, cable, u pin and manualOnly handset received in box",0,positive
  Facial recognition is bad... Phone is lagging a lot... Not satisfied at alll.,-0.7865,negative
"  I am writing this review after 3 days of moderate to heavy usage.Design: The design of the phone is stunning even though its made of glasstic. The back is a dust and fingerprint magnet. So suggest to use a case. 5/5.Battery: Monstrous. Lasted for a day after watching 2 movies, occasional checking of mails, light gaming and browsing social media. I still had 10% left. The highlight is of course reverse charging and the super fast charging support. Took around 100 to 120 mins to charge the phone completely from 0 to 100. 5/5.Camera: One of the best if not the best camera in this range. The Sony sensor does a great job in the imaging department with some intelli cam features. 4.5/5.Processor and UI: For the last 3 days, that I've been using this phone, UI was pretty smooth and with some bloatware. I am a stock android lover, so thankfully I was able to delete a few pre-installed apps and block the ads/app recommendations while setting up the phone. There are some cool features like smart pop up view which are really awesome. The processor was lag free and its performance was smooth. I don't want to comment on gaming as I am not a heavy gamer. Overall an great choice for day to day usage. 4.5/5.Display: No comments. Just 5/5.The only disappointment I had was there was no case provided in the box. Overall I would give 5/5 for this phone. Regarding the pricing, when I've compared it with the competitors for 6/128 gb variants there was a difference of 1k to 1500 which I felt was fine considering the Samsung brand and features offered.I would recommend this one if anyone is looking for a decent phone under 20k.",0.9895,positive
  Phone is heating and also camera is blurring when flash light is on. Worst camera ever.,-0.6249,negative
"  Though not a big samsung fan I purchased Samsung M31S immediately after India launch yesterday for 18K after HDFC discount for 6/128GB after waiting for nearly 2 months for Redmi note 9 pro max 6/128 which was at 17K then went to 18.5K due to tax and production issues coz of lockdown. It was impossible to buy in their weekly flash sales coz Redmi didn’t have enough stock.Out of frustration thought of buying Samsung M31 6/128 which was available at 16K then but the Exynos processor, old dewdrop front cam, rear fingerprint scanner and 15watt charger for 6K battery holded me back…My Lenovo P2 which I had purchased on launch day in Jan 2017 had speaker issues after 3.5 years of usage.. Service centre has closed down in my city and nowhere else speaker was available…but after Redmi stock issues and M31 shortcomings made me purchase speaker for P2 from amazon and still using the phone. Repaired a phone for the first time in my life. Lenovo P2 is most underrated phone. Best battery life ever. Even after 3.5 years I still get 9 to 10 hrs of screen time. Excellent.I have used samsung only once earlier….Note 3 Neo….gud phone intially but later started hanging and pathetic battery life…. So my main expectation after using Lenovo P2s huge 5100mah battery from 3.5 yrs was battery life as I am a heavy user though I never play games.Though M31s processor may not be great for gaming etc it’s gud for normal usage. All my other concerns of M31 were overcome by M31s like punch hole camera, side fingerprint, 25 w charger, attractive design with side frame etc. Also Sony IMX 682 sensor and new camera features were add on.Also in Amazon sale got it for just 500 more than M31 and 500 less than Redmi note 9 pro max during normal sale when I intended to buy 2 monthsago… (6/128 model)I had also considered Poco X2 coz of its camera but was put off by its 4500 mah battery. Many users had issues of battery drain also. But if I had purchased Redmi note 9 pro max, Poco X2 or even Motorola one fusion plus or Realme 6 I would have deeply missed my Lenovo P2s super amoled display…..All these chinese brand phones though have gud Snapdragon processors but have very poor IPS display which r no match to super amoled display. I have seen and compared few IPS display phones with family and friends with my Lenovo P2 super amoled display…..there is day and night difference….So if I had gone with Redmi note 9 pro max I would have missed super amoled display and sony sensor…in samsung m31s I will miss Snapdragon processor…btw my 3.5 yrs old Lenovo P2 is having Snapdragon 625….Its super power efficient and smooth for day today tasks and heavy multi tasking..never played any games though....hope Exynos processor will atleast match S625 if not more.I ordered it on 6th Aug around 12.15 am…. was delivered on 8th Aug…..first impression is very gud especially the camera… excellent super amoled display….even a lot better than my Lenovo P2 super amoled display….built quality is the best in M series with new stylish dual colours and also has a side frame….but can’t b compared to glass backs which r just awesome but very fragile in reality….. anyways how many of us use mobile without case…..so this shall not make any impact for potential buyers of M31S…......case is must for M31s coz back though looks like glass is plastic and will easily get scratches.Battery is also excellent....being a Lenovo P2 user for 3.5 yrs I think finally I got a gud successor for it. Can't really tell the battery screen on time coz I am installing my 100 plus apps and logging in. Today charged from 21% to 100% in 1.36 hrs....so from 0 to 100 it might take 1.55 hrs to max 2 hrs...huge important over M31 which had same battery but would take 2.45 hrs to fully charge.Fingerprint is gud….it's fast but u need to touch it correctly….but I am getting used to side mounted fingerprint…it will take some time as I had front (below the display) fingerprint in my Lenovo P2.Rear camera is excellent. I am still checking out its features. Intelli cam with single take is quite interesting and helpful during important private moments.Indoor selfies r excellent provided there is enough artificial light…. without much light it’s avg like any other mid range phone….if we use front flash (white screen) when lighting is less then photo come very sharp and gud but with little boosted colours like wat normally redmi and realme back cameras do….I am not a gamer…..for normal apps and multi tasking there is no delay at all….hope in long run it remains the same…I am still little doubtful abt Exynos processor after few months….but this processor is tried and tested by samsung in many phones so hoping for the best…",0.9989,positive
"  Not happy with this phone, apps are getting closed automatically wifi and mobile data connectivity issues are also there will see two more days else place the replacement or refund request",-0.4585,negative
  Wrost apps. This is built in favor of Amazon. My phone is getting much more heating. Even in cold weather like ac room during a call also. But this worst apps tested and certified ok.THINK MILLION TIMES BEFORE YOU PURCHASE A PHONE FROM AMAZON SITE.NOW I AM GOING TO FILE A COMPLAINT ON CONSUMER FORUM AS PER NEW GUIDELINES OF CONSUMER......,-0.7658,negative
  There is too much problem in this phone.1.  6000Mah battery but phone doesn't work even half day on standby mode.2.  In 64MegaPixel camera quality is too bad as per expactation.3.  Not working properly any sensor in phone (Face & Fingerprint).4.  It's too much time taken to charge the full battery approx more than 6hrs.Please don't buy this worst phone.,-0.9373,negative
  My phone is dead after 10 hrs. I'm wait technical visit..........,-0.6486,negative
"  Liked almost everything about the phone. Except video / movies in dark light where images become pixelated. One more thing is lag in apps such as Smule for instance...Edit 1: after 5 days usage- Without a proper back cover, it is very slippery- Due to the massive battery size, the phone is on the heavier side- Some Apps are not having the proper aspect ratio due to the new dimension of the phone- The screenshot option is very inconvenient as compared to my previous phone, Xiaomi Note 4, that one was so easy to use!- I shifted to this non-Chinese phone (of course when the chance came) & expected it to be better but Chinese phones are surely VFM!- The processor is a huge let down! Seems that the RAM is unable to cope up with the lack of processing speed in this phone- The Camera is good yet using the same will take some more time for a Samsung non-userSome more updates in Edit 2!!!",0.9171,positive
  Very nice phone. I am normal mobile user.. No games.. Just msgs and calls.Used it for couple of days.Below are the points.Pros1. Best display.2. Side finger scanner is fast.3. Good battery life.4. Very good camera for day and Night.5. Feels lightweight and grip is good in hand.CONS1. PLASTIC BODY.2. Quality of Charging cable is ordinary.3. Samsung should have included screen guard and body cover at this price.4. Not sure but internet gets disconnected frequently. Seems some sort of issue.,0.7623,positive
  good product under budget. Got it for 18K in Amazon sale.Phone is not heavy weight though it has big battery.Excellent display with L1 support.Super fast charger.Good camerasSide finger print sensor is very good.Stylish gradient design.Few things I personally didn't like:Build quality - seems very fragile.Too much of pre installed software by Samsung.No back cover included in the box.Phone looks very long (depends on personal choice).I am not a gamer.All in all best budget SUPER AMOLED mobile in this price range.,0.9251,positive
"  Cons:Button position (power& volume) too highThough the battery capacity is high, battery drains fast.A lot of bloatware. Removed loads of stuff, tons still left.Width is less, height is more.The width is less than my MotoG5s+ and hence it disturbs viewing experience e.g. when viewing a YouTube video in a vertical manner.Pros:The fingerprint reader integrated to the power button is nice (touch to open, press down to lock)Does not feel too heavyNice display.The camera is decent.25W charger better than 15W of the M31",0.4215,positive
"  Two issues detected :1. There is a considerable voice fluctuation in the RECEIVER of the device. While talking on call, the voice of person on another end fluctuates (decrease & increase frequently).2. The Single Take camera feature is not working properly. When I capture from Single Take, it only gives 3 videos but not the 7 photos along with that (which, it is not meant for).One could ignore the non working of camera feature once, but RECEIVER related issue can not be overlooked.When any new model is launched in the market, it is recommended to wait atleast 1-1.5 months from buying it, so that the detected bugs would be fixed by the company in the devices manufactured afterwards.I made a mistake, hope it helps others.",0.6705,positive
  Looks wise it rocks.Dispaly is amazing.. Touch is also smooth.. Totally First impression awesome ...But i got a defective piece... NO FLASH IN THE MOBILE I GOT... being big brand how samsung will do these mistakes..Horrible experience..,-0.2567,negative
"  NO 4G Network mode option available to set the mobile network for 4G connection. Only 3G/LTE option exist screen shot attached. This is the most basic setting shockingly missing.My Vodafone 4G SIM works good in my other OPPO F3 mobile after setting network mode as 4G.If I didn't get solution either from  Amazon or Samsung, I will return this mobile.",-0.3091,negative
  Waste of money.. Overrated phone.. Haptic feedback is missing.. Poor camera quality.. Without secure foldar. Knox..,-0.8456,negative
"  You got for what you paidPros:1. Excellent display & Camera2. Better sound output3. Battery4. Support for Widevine l1 (For streaming Full HD contents of Netflix,  Amazon Prime, etc)5. Glastic back6. Headphone JackCons:1. Lots of bloatware (Even if you choose to skip while setup, it will eventually install later on)2. No NFC3. Little heatup issues then and there4. No phone case or Screen guard provided5. Year old processor which may slowdown with updatesI haven't tried any games yet. So cannot comment on the processor's maximum capability.At 19k, this phone really worth for its Camera & Display",0.8313,positive
"  this is worst experience m facing ryt nw, this device start getting  heat even after taking a call for 5 min., and also app doesn't operate properly device os hanging and legging can also be seen. This starts after 2 days and now amazon is saying thjs is normal heating issue and they are not giving me replacement or refund for this device..so guys take care of this before buy this device.",-0.304,negative
"  I m not sure to call this a budget phone or a mid range phone. But worth the cost. Got it delivered as promised and seems to have good battery life. It's the 2nd day, I still have got 50% after watching few movies. If you have craze for the features and don't have money to buy a high end phone, then 31s is a better choice. The product is a little bulky than my MiA1. The display is just at it's best. Amoled. Phone doesn't seem to heat. But charging isn't in 97 mins as said. I find it to be around 110-120 mins just like normal phones. But the battery discharge is quite good. Found stock android to be a little flexible comparatively. But not to complaint. Overall it's one of the best phones I have ever had. Phone supports dual SIM + SD Card. Really Quality phone Made in India.",0.9903,positive
"  Phone is not working as expected its very slow and even I am getting frequent  error ""System UI is not responding""I need to return this set and will purchase some other phone maker set but Amazon is not allowing me to do that and its seems very difficult  to contact Amazon  customer care in this COVID time.This is my worst experience  with any phone I have used till date.",-0.5844,negative
"  Honestly I rarely review on products. I expected a lot from Samsung Galaxy m series particularly from m31s. I purchased one m21 for my father, m31 for sister and m31s for my self on exchange of Oppo f9. I was very happy when I received m31s. But disappointed about the poor packaging. Still I manage my anxiety to taste the set. The handset is having absolute premium looks. Again the picture quality of captured photos disappointed me. Battery is unable to give feelings of 6000mah. Its like less than 4000mah. Network is comparatively weak. Followed the procedure for replacement. The technician asked to install Blancco app to run diagnostic. Then he asked me to go for battery calibration test which is a one day process. Again followed the process of replacement. The technician checked all things and at last told me that the replacement may not be possible for this m31s rather adviced me to go for refund process. The foolish technician rarely knew the process of exchange purchase. On my second attempt of replacement process I came to know that, the first technician registered my complain as the problem is in m21. How foolish. I have compared my m31s with another m31s purchased by my neighbor where I found my set as weaker one. IF REPLACEMENT DONE IN NEAR FUTURE BY AMAZON I WILL BE SATISFIED AND RATE IT AS 5STAR OTHERWISE I WILL WITHDRAW MY PRIME MEMBERSHIP AND CLOSE ALL RELATIONSHIPS WITH AMAZON.",-0.9473,negative
"  Awesome camera qualityPowerful batteryNice build qualityExynos 9611 is not bad, I mean trust me if you are a working person an average mobile user, you won't feel any issue with this processor.If you are looking for non Chinese brand, you can choose this phone blindly.If you compare with price this phone is much better than One Plus Nord. I am not even going to comparing this phone with cheap and disgusting Redmi, Oppo, Vivo etc. phones.",0.8674,positive
"  All in all the mobile is very good. Especially the display is tremendous in this price segment,but there is an issue of heating on this mobile. Mobile gets hot after 10 minutes of use. I want to know from the Manufacturer that can it be fixed in software update!!??",0.6638,positive
  The first Best part is wifi calling. Now you don't have to run to your balcony to catch some signals if you have a wifi connection.Second best part is that it has a very beautiful tag line - Made In India!Battery is literally a monster. No matter how heavy user you are. It will long last atleast a full day. For me it is 1.5 days.Screen quality is better than my iphone 7. Thanks to SAMOLED.Camera quality is again better than iphone 7. Thanks to 4 cameras.Processor is mediocre. Nothing great to boast about it. With this respect iphone 7 was smoother.Android vs IOS... once again ios is lot better than android.Overall happy with Samsung M31s4.5 out of 5 stars,0.9853,positive
"  I bought this cellphone as my backup phone, within 8 days of usage there is sudden pigmentation around bottom left of the screen. Amazon shows that replacement was valid only till 16th Aug, 10 days from date of order but not from delivery.Since its a newly launched model service center is saying that they dont have spares. I am helpless now.",-0.4404,negative
  Firstly I am giving 1star because of its processor I think samsung must upgrade Exynos processor.... And after 2 days use the phone heat too much and battery drained very fastPros..1. Best camera and camera features specially singal take2. Best battery 6000 mah with reverse charging and 25 watt fast charging3. SAmoled Display one of the best display you can say ...Cons...1. Processor It's not so bad but you can say old one..2. I feel some network connectivity issu in my airtel3. Build quality- It is not bad but if the use glass body then it could be much better4. Overpriced 1.5k or 2k5. Heating issue6. Battery draining issue7. It take 3 hours to full charge,0.9179,positive
